year,state,county,subgroup_type,subgroup,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,hs_degree_quality
2018,08,107,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,08,107,race-ethnicity,Hispanic,,,,3
2018,08,107,race-ethnicity,Other Races and Ethnicities,,,,3
2018,08,107,race-ethnicity,"White, Non-Hispanic",0.9450479233,1,0.8836947391,3
2018,08,109,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,08,109,race-ethnicity,Hispanic,0.8178137652,0.9293618566,0.7062656738,3
2018,08,109,race-ethnicity,Other Races and Ethnicities,,,,3
2018,08,109,race-ethnicity,"White, Non-Hispanic",0.8758561644,0.960719686,0.7909926428,3
2018,08,111,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,08,111,race-ethnicity,Hispanic,,,,3
2018,08,111,race-ethnicity,Other Races and Ethnicities,,,,3
2018,08,111,race-ethnicity,"White, Non-Hispanic",0.8107324148,0.9124264623,0.7090383673,3
2018,08,113,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,08,113,race-ethnicity,Hispanic,,,,3
2018,08,113,race-ethnicity,Other Races and Ethnicities,,,,3
2018,08,113,race-ethnicity,"White, Non-Hispanic",0.8264208909,0.9177971711,0.7350446107,3
2018,08,115,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,08,115,race-ethnicity,Hispanic,0.7826086957,0.9278093733,0.637408018,3
2018,08,115,race-ethnicity,Other Races and Ethnicities,,,,3
2018,08,115,race-ethnicity,"White, Non-Hispanic",0.8058368076,0.8845553795,0.7271182358,3
2018,08,117,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,08,117,race-ethnicity,Hispanic,,,,3
2018,08,117,race-ethnicity,Other Races and Ethnicities,,,,3
2018,08,117,race-ethnicity,"White, Non-Hispanic",0.9129310345,1,0.8220850183,3
2018,08,119,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,08,119,race-ethnicity,Hispanic,,,,3
2018,08,119,race-ethnicity,Other Races and Ethnicities,,,,3
2018,08,119,race-ethnicity,"White, Non-Hispanic",0.915061296,0.9880809829,0.8420416091,3
2018,08,121,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,08,121,race-ethnicity,Hispanic,0.7826086957,0.9278093733,0.637408018,3
2018,08,121,race-ethnicity,Other Races and Ethnicities,,,,3
2018,08,121,race-ethnicity,"White, Non-Hispanic",0.8058368076,0.8845553795,0.7271182358,3
2018,08,123,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,08,123,race-ethnicity,Hispanic,0.8394335363,0.8930675623,0.7857995103,1
2018,08,123,race-ethnicity,Other Races and Ethnicities,0.9237735151,1,0.8303597397,3
2018,08,123,race-ethnicity,"White, Non-Hispanic",0.9631563607,0.9813245106,0.9449882108,1
2018,08,125,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,08,125,race-ethnicity,Hispanic,0.7826086957,0.9278093733,0.637408018,3
2018,08,125,race-ethnicity,Other Races and Ethnicities,,,,3
2018,08,125,race-ethnicity,"White, Non-Hispanic",0.8058368076,0.8845553795,0.7271182358,3
2018,09,001,race-ethnicity,"Black, Non-Hispanic",0.826701376,0.9086272404,0.7447755115,3
2018,09,001,race-ethnicity,Hispanic,0.7847196086,0.8431634509,0.7262757662,1
2018,09,001,race-ethnicity,Other Races and Ethnicities,0.9216080402,0.9968685091,0.8463475713,3
2018,09,001,race-ethnicity,"White, Non-Hispanic",0.9407838983,0.9659842131,0.9155835835,1
2018,09,003,race-ethnicity,"Black, Non-Hispanic",0.898911353,0.9577015627,0.8401211434,1
2018,09,003,race-ethnicity,Hispanic,0.7718466612,0.8345615674,0.709131755,1
2018,09,003,race-ethnicity,Other Races and Ethnicities,0.9823819591,1,0.9482282686,3
2018,09,003,race-ethnicity,"White, Non-Hispanic",0.9181725888,0.9451019532,0.8912432245,1
2018,09,005,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,09,005,race-ethnicity,Hispanic,,,,3
2018,09,005,race-ethnicity,Other Races and Ethnicities,,,,3
2018,09,005,race-ethnicity,"White, Non-Hispanic",0.9206730769,0.9673093936,0.8740367603,1
2018,09,007,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,09,007,race-ethnicity,Hispanic,,,,3
2018,09,007,race-ethnicity,Other Races and Ethnicities,,,,3
2018,09,007,race-ethnicity,"White, Non-Hispanic",0.9091412742,0.9717323722,0.8465501762,3
2018,09,009,race-ethnicity,"Black, Non-Hispanic",0.8885340147,0.9531951885,0.8238728409,3
2018,09,009,race-ethnicity,Hispanic,0.8102849201,0.8759395855,0.7446302546,1
2018,09,009,race-ethnicity,Other Races and Ethnicities,0.824742268,0.9358252512,0.7136592849,3
2018,09,009,race-ethnicity,"White, Non-Hispanic",0.950609433,0.9732137705,0.9280050954,1
2018,09,011,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,09,011,race-ethnicity,Hispanic,0.9033915725,1,0.7976755126,3
2018,09,011,race-ethnicity,Other Races and Ethnicities,0.927756654,1,0.8366203967,3
2018,09,011,race-ethnicity,"White, Non-Hispanic",0.9262419994,0.967258686,0.8852253127,1
2018,09,013,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,09,013,race-ethnicity,Hispanic,,,,3
2018,09,013,race-ethnicity,Other Races and Ethnicities,,,,3
2018,09,013,race-ethnicity,"White, Non-Hispanic",0.9673846154,1,0.9335692582,1
2018,09,015,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,09,015,race-ethnicity,Hispanic,,,,3
2018,09,015,race-ethnicity,Other Races and Ethnicities,,,,3
2018,09,015,race-ethnicity,"White, Non-Hispanic",0.9394799054,0.9844514434,0.8945083675,1
2018,10,001,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,10,001,race-ethnicity,Hispanic,,,,3
2018,10,001,race-ethnicity,Other Races and Ethnicities,,,,3
2018,10,001,race-ethnicity,"White, Non-Hispanic",0.7443609023,0.8382083444,0.6505134602,3
2018,10,003,race-ethnicity,"Black, Non-Hispanic",0.8517611026,0.9214070838,0.7821151214,1
2018,10,003,race-ethnicity,Hispanic,0.8430054979,0.9358353142,0.7501756816,3
2018,10,003,race-ethnicity,Other Races and Ethnicities,0.8238691049,0.9449877915,0.7027504183,3
2018,10,003,race-ethnicity,"White, Non-Hispanic",0.9165983942,0.9478339743,0.8853628141,1
2018,10,005,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,10,005,race-ethnicity,Hispanic,,,,3
2018,10,005,race-ethnicity,Other Races and Ethnicities,,,,3
2018,10,005,race-ethnicity,"White, Non-Hispanic",0.8254035684,0.9001842341,0.7506229027,3
2018,11,001,race-ethnicity,"Black, Non-Hispanic",0.8294762485,0.8784020061,0.7805504909,1
2018,11,001,race-ethnicity,Hispanic,0.6538830297,0.7944525663,0.5133134932,3
2018,11,001,race-ethnicity,Other Races and Ethnicities,,,,3
2018,11,001,race-ethnicity,"White, Non-Hispanic",0.9886609071,1,0.9674805493,3
2018,12,001,race-ethnicity,"Black, Non-Hispanic",0.8493664946,0.9475366181,0.7511963711,3
2018,12,001,race-ethnicity,Hispanic,0.9901768173,1,0.9684285324,3
2018,12,001,race-ethnicity,Other Races and Ethnicities,0.9588281869,1,0.9063178119,3
2018,12,001,race-ethnicity,"White, Non-Hispanic",0.9761422111,0.9954495355,0.9568348868,1
2018,12,003,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,003,race-ethnicity,Hispanic,,,,3
2018,12,003,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,003,race-ethnicity,"White, Non-Hispanic",0.9120310479,0.9808913484,0.8431707473,3
2018,12,005,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,005,race-ethnicity,Hispanic,,,,3
2018,12,005,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,005,race-ethnicity,"White, Non-Hispanic",0.889198783,0.9328103034,0.8455872625,2
2018,12,007,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,007,race-ethnicity,Hispanic,,,,3
2018,12,007,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,007,race-ethnicity,"White, Non-Hispanic",0.8221220527,0.8868710244,0.757373081,2
2018,12,009,race-ethnicity,"Black, Non-Hispanic",0.9063291139,0.9955177295,0.8171404983,3
2018,12,009,race-ethnicity,Hispanic,0.8315371526,0.9363346541,0.726739651,3
2018,12,009,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,009,race-ethnicity,"White, Non-Hispanic",0.8805701633,0.9194691997,0.8416711269,1
2018,12,011,race-ethnicity,"Black, Non-Hispanic",0.8013612488,0.8389848493,0.7637376482,1
2018,12,011,race-ethnicity,Hispanic,0.8478890891,0.881219322,0.8145588561,1
2018,12,011,race-ethnicity,Other Races and Ethnicities,0.9023323615,0.9554482021,0.849216521,1
2018,12,011,race-ethnicity,"White, Non-Hispanic",0.9162665642,0.9425084211,0.8900247074,1
2018,12,013,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,013,race-ethnicity,Hispanic,,,,3
2018,12,013,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,013,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,015,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,015,race-ethnicity,Hispanic,,,,3
2018,12,015,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,015,race-ethnicity,"White, Non-Hispanic",0.8093197643,0.9026913057,0.7159482229,3
2018,12,017,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,017,race-ethnicity,Hispanic,,,,3
2018,12,017,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,017,race-ethnicity,"White, Non-Hispanic",0.7888583219,0.8888474023,0.6888692414,3
2018,12,019,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,019,race-ethnicity,Hispanic,,,,3
2018,12,019,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,019,race-ethnicity,"White, Non-Hispanic",0.9008066926,0.9582575334,0.8433558517,1
2018,12,021,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,021,race-ethnicity,Hispanic,0.8099117447,0.8872038194,0.7326196701,3
2018,12,021,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,021,race-ethnicity,"White, Non-Hispanic",0.9083409716,0.9707951101,0.8458868331,3
2018,12,023,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,023,race-ethnicity,Hispanic,,,,3
2018,12,023,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,023,race-ethnicity,"White, Non-Hispanic",0.8221220527,0.8868710244,0.757373081,2
2018,12,027,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,027,race-ethnicity,Hispanic,0.609143593,0.7642867881,0.454000398,3
2018,12,027,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,027,race-ethnicity,"White, Non-Hispanic",0.8065003779,0.9194408219,0.693559934,3
2018,12,029,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,029,race-ethnicity,Hispanic,,,,3
2018,12,029,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,029,race-ethnicity,"White, Non-Hispanic",0.8221220527,0.8868710244,0.757373081,2
2018,12,031,race-ethnicity,"Black, Non-Hispanic",0.7845280341,0.8396149939,0.7294410742,1
2018,12,031,race-ethnicity,Hispanic,0.7824285122,0.8717328326,0.6931241918,3
2018,12,031,race-ethnicity,Other Races and Ethnicities,0.9089230769,0.9805420297,0.8373041241,3
2018,12,031,race-ethnicity,"White, Non-Hispanic",0.8576409763,0.8923647192,0.8229172334,1
2018,12,033,race-ethnicity,"Black, Non-Hispanic",0.7745025792,0.8903411773,0.6586639812,3
2018,12,033,race-ethnicity,Hispanic,,,,3
2018,12,033,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,033,race-ethnicity,"White, Non-Hispanic",0.8715443279,0.9222923616,0.8207962943,1
2018,12,035,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,035,race-ethnicity,Hispanic,,,,3
2018,12,035,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,035,race-ethnicity,"White, Non-Hispanic",0.6360078278,0.757754668,0.5142609875,3
2018,12,037,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,037,race-ethnicity,Hispanic,,,,3
2018,12,037,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,037,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,039,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,039,race-ethnicity,Hispanic,,,,3
2018,12,039,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,039,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,041,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,041,race-ethnicity,Hispanic,,,,3
2018,12,041,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,041,race-ethnicity,"White, Non-Hispanic",0.8221220527,0.8868710244,0.757373081,2
2018,12,043,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,043,race-ethnicity,Hispanic,,,,3
2018,12,043,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,043,race-ethnicity,"White, Non-Hispanic",,,,3
2018,12,045,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,045,race-ethnicity,Hispanic,,,,3
2018,12,045,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,045,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,047,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,047,race-ethnicity,Hispanic,,,,3
2018,12,047,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,047,race-ethnicity,"White, Non-Hispanic",0.7899924185,0.9090011327,0.6709837043,3
2018,12,049,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,049,race-ethnicity,Hispanic,0.609143593,0.7642867881,0.454000398,3
2018,12,049,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,049,race-ethnicity,"White, Non-Hispanic",0.8065003779,0.9194408219,0.693559934,3
2018,12,051,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,051,race-ethnicity,Hispanic,,,,3
2018,12,051,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,051,race-ethnicity,"White, Non-Hispanic",,,,3
2018,12,053,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,053,race-ethnicity,Hispanic,,,,3
2018,12,053,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,053,race-ethnicity,"White, Non-Hispanic",0.8722689076,0.9312587213,0.8132790938,1
2018,12,055,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,055,race-ethnicity,Hispanic,0.6223803286,0.73846474,0.5062959172,3
2018,12,055,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,055,race-ethnicity,"White, Non-Hispanic",0.8013613975,0.8922660783,0.7104567167,3
2018,12,057,race-ethnicity,"Black, Non-Hispanic",0.811569625,0.8670293531,0.7561098969,1
2018,12,057,race-ethnicity,Hispanic,0.7986943302,0.836161254,0.7612274063,1
2018,12,057,race-ethnicity,Other Races and Ethnicities,0.9313287282,0.9762048379,0.8864526184,1
2018,12,057,race-ethnicity,"White, Non-Hispanic",0.9074123629,0.9296443523,0.8851803734,1
2018,12,059,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,059,race-ethnicity,Hispanic,,,,3
2018,12,059,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,059,race-ethnicity,"White, Non-Hispanic",0.889198783,0.9328103034,0.8455872625,2
2018,12,061,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,061,race-ethnicity,Hispanic,,,,3
2018,12,061,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,061,race-ethnicity,"White, Non-Hispanic",0.914893617,0.9992849393,0.8305022947,3
2018,12,063,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,063,race-ethnicity,Hispanic,,,,3
2018,12,063,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,063,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,065,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,065,race-ethnicity,Hispanic,,,,3
2018,12,065,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,065,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,067,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,067,race-ethnicity,Hispanic,,,,3
2018,12,067,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,067,race-ethnicity,"White, Non-Hispanic",0.7899924185,0.9090011327,0.6709837043,3
2018,12,069,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,069,race-ethnicity,Hispanic,0.8302267541,0.9313034705,0.7291500377,3
2018,12,069,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,069,race-ethnicity,"White, Non-Hispanic",0.8876630949,0.9378649293,0.8374612604,1
2018,12,071,race-ethnicity,"Black, Non-Hispanic",0.7509113001,0.8537065266,0.6481160736,3
2018,12,071,race-ethnicity,Hispanic,0.7508314147,0.819368908,0.6822939213,1
2018,12,071,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,071,race-ethnicity,"White, Non-Hispanic",0.8482878884,0.8931180472,0.8034577296,1
2018,12,073,race-ethnicity,"Black, Non-Hispanic",0.8827083704,0.9313651726,0.8340515681,1
2018,12,073,race-ethnicity,Hispanic,0.9633883704,1,0.920597567,3
2018,12,073,race-ethnicity,Other Races and Ethnicities,0.933107536,1,0.8536712888,3
2018,12,073,race-ethnicity,"White, Non-Hispanic",0.9620279794,0.9824952237,0.9415607351,1
2018,12,075,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,075,race-ethnicity,Hispanic,,,,3
2018,12,075,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,075,race-ethnicity,"White, Non-Hispanic",0.8221220527,0.8868710244,0.757373081,2
2018,12,077,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,077,race-ethnicity,Hispanic,,,,3
2018,12,077,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,077,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,079,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,079,race-ethnicity,Hispanic,,,,3
2018,12,079,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,079,race-ethnicity,"White, Non-Hispanic",0.7899924185,0.9090011327,0.6709837043,3
2018,12,081,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,081,race-ethnicity,Hispanic,0.7606965174,0.8705015634,0.6508914715,3
2018,12,081,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,081,race-ethnicity,"White, Non-Hispanic",0.8654331371,0.9164340174,0.8144322568,1
2018,12,083,race-ethnicity,"Black, Non-Hispanic",0.7294964029,0.8746082668,0.5843845389,3
2018,12,083,race-ethnicity,Hispanic,,,,3
2018,12,083,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,083,race-ethnicity,"White, Non-Hispanic",0.8186107471,0.8853675583,0.7518539358,1
2018,12,085,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,085,race-ethnicity,Hispanic,,,,3
2018,12,085,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,085,race-ethnicity,"White, Non-Hispanic",0.8231511254,0.9196942576,0.7266079933,3
2018,12,086,race-ethnicity,"Black, Non-Hispanic",0.8318993801,0.8677922431,0.7960065171,1
2018,12,086,race-ethnicity,Hispanic,0.8642510264,0.8807783423,0.8477237105,1
2018,12,086,race-ethnicity,Other Races and Ethnicities,0.8705547499,0.9541153078,0.7869941921,3
2018,12,086,race-ethnicity,"White, Non-Hispanic",0.8954590272,0.9270213239,0.8638967304,1
2018,12,087,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,087,race-ethnicity,Hispanic,,,,3
2018,12,087,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,087,race-ethnicity,"White, Non-Hispanic",,,,3
2018,12,089,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,089,race-ethnicity,Hispanic,,,,3
2018,12,089,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,089,race-ethnicity,"White, Non-Hispanic",0.9120310479,0.9808913484,0.8431707473,3
2018,12,091,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,091,race-ethnicity,Hispanic,,,,3
2018,12,091,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,091,race-ethnicity,"White, Non-Hispanic",0.8444029851,0.9071982066,0.7816077635,1
2018,12,093,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,093,race-ethnicity,Hispanic,,,,3
2018,12,093,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,093,race-ethnicity,"White, Non-Hispanic",,,,3
2018,12,095,race-ethnicity,"Black, Non-Hispanic",0.8203312851,0.8681129303,0.7725496399,1
2018,12,095,race-ethnicity,Hispanic,0.8684786574,0.9013136225,0.8356436924,1
2018,12,095,race-ethnicity,Other Races and Ethnicities,0.9397509256,0.9868621731,0.8926396781,3
2018,12,095,race-ethnicity,"White, Non-Hispanic",0.8966417064,0.924193621,0.8690897918,1
2018,12,097,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,097,race-ethnicity,Hispanic,0.9117326553,0.9595871763,0.8638781343,1
2018,12,097,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,097,race-ethnicity,"White, Non-Hispanic",0.8615738082,0.9392172278,0.7839303885,3
2018,12,099,race-ethnicity,"Black, Non-Hispanic",0.8436495177,0.8888518532,0.7984471821,1
2018,12,099,race-ethnicity,Hispanic,0.7832635036,0.8268043452,0.7397226619,1
2018,12,099,race-ethnicity,Other Races and Ethnicities,0.8742065782,0.9487630376,0.7996501188,3
2018,12,099,race-ethnicity,"White, Non-Hispanic",0.8814752252,0.9109177603,0.8520326902,1
2018,12,101,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,101,race-ethnicity,Hispanic,0.8897608371,0.9462701028,0.8332515713,1
2018,12,101,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,101,race-ethnicity,"White, Non-Hispanic",0.8079629037,0.8506572601,0.7652685474,1
2018,12,103,race-ethnicity,"Black, Non-Hispanic",0.8071153022,0.8964133815,0.7178172229,3
2018,12,103,race-ethnicity,Hispanic,0.7833868747,0.8684938873,0.6982798621,3
2018,12,103,race-ethnicity,Other Races and Ethnicities,0.893685052,0.9766715712,0.8106985327,3
2018,12,103,race-ethnicity,"White, Non-Hispanic",0.8809500345,0.910135443,0.851764626,1
2018,12,105,race-ethnicity,"Black, Non-Hispanic",0.8239462887,0.9005352733,0.7473573041,3
2018,12,105,race-ethnicity,Hispanic,0.7732976754,0.8368013966,0.7097939542,1
2018,12,105,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,105,race-ethnicity,"White, Non-Hispanic",0.8757553427,0.9106644923,0.840846193,1
2018,12,107,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,107,race-ethnicity,Hispanic,,,,3
2018,12,107,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,107,race-ethnicity,"White, Non-Hispanic",0.7738419619,0.8779759205,0.6697080032,3
2018,12,109,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,109,race-ethnicity,Hispanic,,,,3
2018,12,109,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,109,race-ethnicity,"White, Non-Hispanic",0.9129267953,0.9551857021,0.8706678885,1
2018,12,111,race-ethnicity,"Black, Non-Hispanic",0.8834103749,0.996386435,0.7704343149,3
2018,12,111,race-ethnicity,Hispanic,,,,3
2018,12,111,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,111,race-ethnicity,"White, Non-Hispanic",0.8482625483,0.9278822066,0.7686428899,3
2018,12,113,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,113,race-ethnicity,Hispanic,,,,3
2018,12,113,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,113,race-ethnicity,"White, Non-Hispanic",0.875390625,0.9398033524,0.8109778976,1
2018,12,115,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,115,race-ethnicity,Hispanic,0.9429590018,1,0.8650017399,3
2018,12,115,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,115,race-ethnicity,"White, Non-Hispanic",0.8416573348,0.8978740151,0.7854406546,1
2018,12,117,race-ethnicity,"Black, Non-Hispanic",0.7744874715,0.9149657409,0.6340092021,3
2018,12,117,race-ethnicity,Hispanic,0.9011356045,0.9587793897,0.8434918193,1
2018,12,117,race-ethnicity,Other Races and Ethnicities,0.9438543247,1,0.8664745871,3
2018,12,117,race-ethnicity,"White, Non-Hispanic",0.92865053,0.9570769603,0.9002240997,1
2018,12,119,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,119,race-ethnicity,Hispanic,0.7708938504,0.9081780275,0.6336096732,3
2018,12,119,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,119,race-ethnicity,"White, Non-Hispanic",0.9146380212,0.9668555832,0.8624204592,2
2018,12,121,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,121,race-ethnicity,Hispanic,,,,3
2018,12,121,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,121,race-ethnicity,"White, Non-Hispanic",0.7899924185,0.9090011327,0.6709837043,3
2018,12,123,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,123,race-ethnicity,Hispanic,,,,3
2018,12,123,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,123,race-ethnicity,"White, Non-Hispanic",0.7899924185,0.9090011327,0.6709837043,3
2018,12,125,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,125,race-ethnicity,Hispanic,,,,3
2018,12,125,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,125,race-ethnicity,"White, Non-Hispanic",0.8221220527,0.8868710244,0.757373081,2
2018,12,127,race-ethnicity,"Black, Non-Hispanic",0.7087059947,0.8227283429,0.5946836466,3
2018,12,127,race-ethnicity,Hispanic,0.7687701508,0.8568618404,0.6806784613,3
2018,12,127,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,127,race-ethnicity,"White, Non-Hispanic",0.8682117895,0.9033996624,0.8330239166,1
2018,12,129,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,129,race-ethnicity,Hispanic,,,,3
2018,12,129,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,129,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,131,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,131,race-ethnicity,Hispanic,,,,3
2018,12,131,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,131,race-ethnicity,"White, Non-Hispanic",0.889198783,0.9328103034,0.8455872625,2
2018,12,133,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,12,133,race-ethnicity,Hispanic,,,,3
2018,12,133,race-ethnicity,Other Races and Ethnicities,,,,3
2018,12,133,race-ethnicity,"White, Non-Hispanic",0.889198783,0.9328103034,0.8455872625,2
2018,13,001,race-ethnicity,"Black, Non-Hispanic",,,,3
2018,13,001,race-ethnicity,Hispanic,,,,3
2018,13,001,race-ethnicity,Other Races and Ethnicities,,,,3
