year,state,place,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality,state_name,place_name
2017,06,60466,all,All,0.91683823,0.79896587,1.0347105,1,California,Rialto city
2017,06,60466,income,Low Income,0.92420244,0.81281626,1.0355886,1,California,Rialto city
2017,06,60466,income,Not Low-Income,1.0615443,0.80225646,1.3208321,1,California,Rialto city
2017,06,60620,all,All,1.0533644,0.94939351,1.1573353,1,California,Richmond city
2017,06,60620,income,Low Income,1.0882617,0.98265219,1.1938713,1,California,Richmond city
2017,06,60620,income,Not Low-Income,1.0159456,0.85263473,1.1792564,1,California,Richmond city
2017,06,62000,all,All,1.0974847,0.99451464,1.2004547,1,California,Riverside city
2017,06,62000,income,Low Income,1.0860627,0.9792769,1.1928484,1,California,Riverside city
2017,06,62000,income,Not Low-Income,1.0199316,0.86088592,1.1789771,1,California,Riverside city
2017,06,62938,all,All,1.0132143,0.85123718,1.1751915,1,California,Roseville city
2017,06,62938,income,Low Income,1.0679692,0.81911337,1.3168252,1,California,Roseville city
2017,06,62938,income,Not Low-Income,0.98690188,0.83084202,1.1429619,1,California,Roseville city
2017,06,64000,all,All,1.189734,1.0705959,1.308872,1,California,Sacramento city
2017,06,64000,income,Low Income,1.1708242,1.0424595,1.2991887,1,California,Sacramento city
2017,06,64000,income,Not Low-Income,1.2273926,1.0681925,1.3865925,1,California,Sacramento city
2017,06,64224,all,All,1.2286675,1.0401331,1.4172019,1,California,Salinas city
2017,06,64224,income,Low Income,1.2150494,1.0461663,1.3839325,1,California,Salinas city
2017,06,64224,income,Not Low-Income,1.1286219,0.7634213,1.4938226,1,California,Salinas city
2017,06,65000,all,All,1.313519,1.2323986,1.3946394,1,California,San Bernardino city
2017,06,65000,income,Low Income,1.3127531,1.238433,1.3870732,1,California,San Bernardino city
2017,06,65000,income,Not Low-Income,1.170457,0.94597077,1.3949432,1,California,San Bernardino city
2017,06,65042,all,All,1.1865579,1.0470408,1.326075,1,California,San Buenaventura (Ventura) city
2017,06,65042,income,Low Income,1.2458864,1.0809567,1.4108162,1,California,San Buenaventura (Ventura) city
2017,06,65042,income,Not Low-Income,1.1255244,0.96072578,1.290323,1,California,San Buenaventura (Ventura) city
2017,06,66000,all,All,1.0403417,0.96893299,1.1117505,1,California,San Diego city
2017,06,66000,income,Low Income,1.0346599,0.95912135,1.1101985,1,California,San Diego city
2017,06,66000,income,Not Low-Income,0.96175343,0.86634308,1.0571638,1,California,San Diego city
2017,06,67000,all,All,1.0723838,0.99311793,1.1516496,1,California,San Francisco city
2017,06,67000,income,Low Income,1.1034884,1.0138254,1.1931515,1,California,San Francisco city
2017,06,67000,income,Not Low-Income,0.91851872,0.81848931,1.0185481,1,California,San Francisco city
2017,06,68000,all,All,1.1248783,0.96860862,1.2811478,1,California,San Jose city
2017,06,68000,income,Low Income,1.1342105,0.9524402,1.3159808,1,California,San Jose city
2017,06,68000,income,Not Low-Income,1.0417061,0.86411649,1.2192956,1,California,San Jose city
2017,06,68084,all,All,0.97292268,0.77272081,1.1731246,1,California,San Leandro city
2017,06,68084,income,Low Income,0.99888074,0.78527892,1.2124826,1,California,San Leandro city
2017,06,68084,income,Not Low-Income,0.87905324,0.60009199,1.1580144,1,California,San Leandro city
2017,06,68196,all,All,1.0485315,0.92232275,1.1747403,1,California,San Marcos city
2017,06,68196,income,Low Income,0.99450696,0.8315329,1.157481,1,California,San Marcos city
2017,06,68196,income,Not Low-Income,1.0230632,0.88668305,1.1594434,1,California,San Marcos city
2017,06,68252,all,All,NA,NA,NA,NA,California,San Mateo city
2017,06,68252,income,Low Income,NA,NA,NA,NA,California,San Mateo city
2017,06,68252,income,Not Low-Income,NA,NA,NA,NA,California,San Mateo city
2017,06,68378,all,All,NA,NA,NA,NA,California,San Ramon city
2017,06,68378,income,Low Income,NA,NA,NA,NA,California,San Ramon city
2017,06,68378,income,Not Low-Income,NA,NA,NA,NA,California,San Ramon city
2017,06,69000,all,All,1.0432302,0.96507162,1.1213888,1,California,Santa Ana city
2017,06,69000,income,Low Income,1.0020822,0.92965525,1.0745093,1,California,Santa Ana city
2017,06,69000,income,Not Low-Income,1.0536574,0.84989816,1.2574166,1,California,Santa Ana city
2017,06,69070,all,All,1.330866,1.0691533,1.5925786,1,California,Santa Barbara city
2017,06,69070,income,Low Income,1.2544659,1.0305525,1.4783794,1,California,Santa Barbara city
2017,06,69070,income,Not Low-Income,1.0898532,0.76621282,1.4134935,1,California,Santa Barbara city
2017,06,69084,all,All,0.98240346,0.8279323,1.1368747,1,California,Santa Clara city
2017,06,69084,income,Low Income,1.0379642,0.8302561,1.2456723,1,California,Santa Clara city
2017,06,69084,income,Not Low-Income,0.99245054,0.83101451,1.1538866,1,California,Santa Clara city
2017,06,69088,all,All,1.0804065,0.95748872,1.2033243,1,California,Santa Clarita city
2017,06,69088,income,Low Income,1.1163625,0.87947059,1.3532543,1,California,Santa Clarita city
2017,06,69088,income,Not Low-Income,1.1269197,1.016983,1.2368565,1,California,Santa Clarita city
2017,06,69196,all,All,1.332773,1.161916,1.5036299,1,California,Santa Maria city
2017,06,69196,income,Low Income,1.3342353,1.2228155,1.4456551,1,California,Santa Maria city
2017,06,69196,income,Not Low-Income,0.99853158,0.5376876,1.4593755,1,California,Santa Maria city
2017,06,70000,all,All,1.095978,0.77505916,1.4168968,3,California,Santa Monica city
2017,06,70000,income,Low Income,-0.10548631,-2.0717206,1.8607479,3,California,Santa Monica city
2017,06,70000,income,Not Low-Income,0.6989994,-0.17300829,1.5710071,3,California,Santa Monica city
2017,06,70098,all,All,1.0579213,0.68619126,1.4296511,2,California,Santa Rosa city
2017,06,70098,income,Low Income,1.0798035,0.60931253,1.5502944,2,California,Santa Rosa city
2017,06,70098,income,Not Low-Income,0.93563271,0.45197073,1.4192947,2,California,Santa Rosa city
2017,06,72016,all,All,0.95905268,0.81481528,1.1032901,1,California,Simi Valley city
2017,06,72016,income,Low Income,0.99560308,0.77803022,1.213176,1,California,Simi Valley city
2017,06,72016,income,Not Low-Income,0.95476991,0.8142308,1.095309,1,California,Simi Valley city
2017,06,73080,all,All,NA,NA,NA,NA,California,South Gate city
2017,06,73080,income,Low Income,NA,NA,NA,NA,California,South Gate city
2017,06,73080,income,Not Low-Income,NA,NA,NA,NA,California,South Gate city
2017,06,75000,all,All,1.182871,1.0736405,1.2921015,1,California,Stockton city
2017,06,75000,income,Low Income,1.1627177,1.0579437,1.2674916,1,California,Stockton city
2017,06,75000,income,Not Low-Income,1.1436229,0.93021971,1.3570261,1,California,Stockton city
2017,06,77000,all,All,1.0874877,0.9253335,1.2496418,1,California,Sunnyvale city
2017,06,77000,income,Low Income,1.006502,0.72721159,1.2857925,1,California,Sunnyvale city
2017,06,77000,income,Not Low-Income,1.0604461,0.91334862000000006,1.2075436,1,California,Sunnyvale city
2017,06,78120,all,All,1.045478,0.94689983,1.1440561,1,California,Temecula city
2017,06,78120,income,Low Income,1.0663911,0.90735632,1.2254258,1,California,Temecula city
2017,06,78120,income,Not Low-Income,1.0551934,0.96212596,1.1482608,1,California,Temecula city
2017,06,78582,all,All,0.94267398,0.80785817,1.0774899,1,California,Thousand Oaks city
2017,06,78582,income,Low Income,0.79798037,0.40632868,1.1896321,2,California,Thousand Oaks city
2017,06,78582,income,Not Low-Income,0.83148164,0.61890537,1.0440578,2,California,Thousand Oaks city
2017,06,80000,all,All,1.1038656,0.97957736,1.2281538,1,California,Torrance city
2017,06,80000,income,Low Income,1.1672428,0.97005665,1.3644289,1,California,Torrance city
2017,06,80000,income,Not Low-Income,1.0917611,0.97356701,1.2099552,1,California,Torrance city
2017,06,80238,all,All,1.1691124,0.93579376,1.4024311,1,California,Tracy city
2017,06,80238,income,Low Income,1.260978,0.94804448,1.5739114,1,California,Tracy city
2017,06,80238,income,Not Low-Income,1.0801833,0.80179095,1.3585756,1,California,Tracy city
2017,06,80854,all,All,1.1654811,1.0474359,1.2835263,1,California,Tustin city
2017,06,80854,income,Low Income,1.2547042,1.0986975,1.4107109,1,California,Tustin city
2017,06,80854,income,Not Low-Income,1.0840633,0.95905578,1.2090708,1,California,Tustin city
2017,06,81344,all,All,1.0069504,0.82946134,1.1844394,1,California,Upland city
2017,06,81344,income,Low Income,0.97153091,0.76410782,1.178954,1,California,Upland city
2017,06,81344,income,Not Low-Income,1.0835067,0.87075084,1.2962626,1,California,Upland city
2017,06,81554,all,All,1.0853313,0.91583472,1.2548279,1,California,Vacaville city
2017,06,81554,income,Low Income,1.1682358,0.94569105,1.3907806,1,California,Vacaville city
2017,06,81554,income,Not Low-Income,1.0458425,0.86543226,1.2262528,1,California,Vacaville city
2017,06,81666,all,All,0.9233827,0.76499552,1.0817698,1,California,Vallejo city
2017,06,81666,income,Low Income,0.87789023,0.7131632,1.0426173,1,California,Vallejo city
2017,06,81666,income,Not Low-Income,0.84109092,0.60308987,1.0790919,1,California,Vallejo city
2017,06,82590,all,All,1.0670133,0.94134402,1.1926825,1,California,Victorville city
2017,06,82590,income,Low Income,1.1061531,0.98418051,1.2281257,1,California,Victorville city
2017,06,82590,income,Not Low-Income,0.84251994,0.6100105,1.0750294,1,California,Victorville city
2017,06,82954,all,All,1.2733055,1.1648039,1.3818072,1,California,Visalia city
2017,06,82954,income,Low Income,1.2650028,1.1504867,1.379519,1,California,Visalia city
2017,06,82954,income,Not Low-Income,1.2303158,1.0757606,1.384871,1,California,Visalia city
2017,06,82996,all,All,1.1349111,1.0136944,1.2561277,1,California,Vista city
2017,06,82996,income,Low Income,1.1687037,1.0357947,1.3016126,1,California,Vista city
2017,06,82996,income,Not Low-Income,1.0328109,0.87278581,1.192836,1,California,Vista city
2017,06,84200,all,All,0.89933908,0.71298832,1.0856898,1,California,West Covina city
2017,06,84200,income,Low Income,0.89109433,0.6959663,1.0862223,1,California,West Covina city
2017,06,84200,income,Not Low-Income,0.93612605,0.66590363,1.2063485,1,California,West Covina city
2017,06,84550,all,All,1.1788207,1.0167657,1.3408757,1,California,Westminster city
2017,06,84550,income,Low Income,1.241865,1.0752274,1.4085027,1,California,Westminster city
2017,06,84550,income,Not Low-Income,1.0200391,0.77414423,1.265934,1,California,Westminster city
2017,06,85292,all,All,1.1177107,0.89490688,1.3405147,1,California,Whittier city
2017,06,85292,income,Low Income,1.1091863,0.86845303,1.3499194,1,California,Whittier city
2017,06,85292,income,Not Low-Income,1.161799,0.84190321,1.4816948,1,California,Whittier city
2017,08,03455,all,All,NA,NA,NA,NA,Colorado,Arvada city
2017,08,03455,income,Low Income,NA,NA,NA,NA,Colorado,Arvada city
2017,08,03455,income,Not Low-Income,NA,NA,NA,NA,Colorado,Arvada city
2017,08,04000,all,All,1.2208769,0.70018536,1.7415686,3,Colorado,Aurora city
2017,08,04000,income,Low Income,1.3349169,0.81337482,1.8564591,3,Colorado,Aurora city
2017,08,04000,income,Not Low-Income,1.1647444,0.30918378,2.0203049,3,Colorado,Aurora city
2017,08,07850,all,All,0.81899238,0.21415307,1.4238317,3,Colorado,Boulder city
2017,08,07850,income,Low Income,NA,NA,NA,NA,Colorado,Boulder city
2017,08,07850,income,Not Low-Income,NA,NA,NA,NA,Colorado,Boulder city
2017,08,12815,all,All,NA,NA,NA,NA,Colorado,Centennial city
2017,08,12815,income,Low Income,NA,NA,NA,NA,Colorado,Centennial city
2017,08,12815,income,Not Low-Income,NA,NA,NA,NA,Colorado,Centennial city
2017,08,16000,all,All,0.63760304,-0.14647943,1.4216855,3,Colorado,Colorado Springs city
2017,08,16000,income,Low Income,0.54838914,-0.40332091,1.5000991,3,Colorado,Colorado Springs city
2017,08,16000,income,Not Low-Income,0.69440693,-0.15084335,1.5396572,3,Colorado,Colorado Springs city
2017,08,20000,all,All,0.63253957,0.20690964,1.0581696,3,Colorado,Denver city
2017,08,20000,income,Low Income,0.6255672,0.20093404,1.0502005,3,Colorado,Denver city
2017,08,20000,income,Not Low-Income,0.82781446,0.22432947,1.4312994,3,Colorado,Denver city
2017,08,27425,all,All,0.87521863,0.27174899,1.4786882,3,Colorado,Fort Collins city
2017,08,27425,income,Low Income,0.64248538,-0.29031554,1.5752863,3,Colorado,Fort Collins city
2017,08,27425,income,Not Low-Income,0.93197781,0.35107332,1.5128822,3,Colorado,Fort Collins city
2017,08,32155,all,All,0.7032088,-0.0032786857,1.4096963,3,Colorado,Greeley city
2017,08,32155,income,Low Income,0.78567129,0.046546083,1.5247965,3,Colorado,Greeley city
2017,08,32155,income,Not Low-Income,0.66873533,-0.35797638,1.695447,3,Colorado,Greeley city
2017,08,43000,all,All,NA,NA,NA,NA,Colorado,Lakewood city
2017,08,43000,income,Low Income,NA,NA,NA,NA,Colorado,Lakewood city
2017,08,43000,income,Not Low-Income,NA,NA,NA,NA,Colorado,Lakewood city
2017,08,45970,all,All,0.28596416,-0.30152792,0.87345624,3,Colorado,Longmont city
2017,08,45970,income,Low Income,-0.40254796,-1.2453401,0.44024417,3,Colorado,Longmont city
2017,08,45970,income,Not Low-Income,0.75145131,0.16338897,1.3395137,3,Colorado,Longmont city
2017,08,46465,all,All,1.3281636000000001,0.48968369,2.1666436,3,Colorado,Loveland city
2017,08,46465,income,Low Income,1.250669,0.11819635,2.3831418,3,Colorado,Loveland city
2017,08,46465,income,Not Low-Income,1.3017187,0.42816409,2.1752734,3,Colorado,Loveland city
2017,08,62000,all,All,0.57556969,-0.32514092,1.4762803,3,Colorado,Pueblo city
2017,08,62000,income,Low Income,0.44786626,-0.50071806,1.3964506,3,Colorado,Pueblo city
2017,08,62000,income,Not Low-Income,0.7701301,-0.45900294,1.9992632,3,Colorado,Pueblo city
2017,08,77290,all,All,1.2588755,0.76446044,1.7532905,3,Colorado,Thornton city
2017,08,77290,income,Low Income,NA,NA,NA,NA,Colorado,Thornton city
2017,08,77290,income,Not Low-Income,NA,NA,NA,NA,Colorado,Thornton city
2017,08,83835,all,All,1.5389224,0.58222359,2.4956212,3,Colorado,Westminster city
2017,08,83835,income,Low Income,1.4741904,0.53502876,2.413352,3,Colorado,Westminster city
2017,08,83835,income,Not Low-Income,2.2355177,0.52736604,3.9436696,3,Colorado,Westminster city
2017,09,08000,all,All,0.97994775,0.85568148,1.1042141,1,Connecticut,Bridgeport city
2017,09,08000,income,Low Income,0.92132294,0.80254781,1.0400981,1,Connecticut,Bridgeport city
2017,09,08000,income,Not Low-Income,0.72117472,0.33057374,1.1117756,1,Connecticut,Bridgeport city
2017,09,18430,all,All,0.91063744,0.7279402,1.0933347,1,Connecticut,Danbury city
2017,09,18430,income,Low Income,1.1503917,0.76731515,1.5334682,3,Connecticut,Danbury city
2017,09,18430,income,Not Low-Income,0.82894039,0.60603094,1.0518498,1,Connecticut,Danbury city
2017,09,37000,all,All,0.83904886,0.71162587,0.96647185,1,Connecticut,Hartford city
2017,09,37000,income,Low Income,0.83678037,0.71267217,0.96088856,1,Connecticut,Hartford city
2017,09,37000,income,Not Low-Income,0.50761348,0.26603606,0.74919093,1,Connecticut,Hartford city
2017,09,52000,all,All,1.0531033,0.92197084,1.1842358,1,Connecticut,New Haven city
2017,09,52000,income,Low Income,1.1070293,0.97100723,1.2430514,1,Connecticut,New Haven city
2017,09,52000,income,Not Low-Income,0.83242601,0.63741225,1.0274397,1,Connecticut,New Haven city
2017,09,55990,all,All,0.89589071,0.72118962,1.0705918,1,Connecticut,Norwalk city
2017,09,55990,income,Low Income,0.95532441,0.74562609,1.1650227,1,Connecticut,Norwalk city
2017,09,55990,income,Not Low-Income,0.83546114,0.63276565,1.0381566,1,Connecticut,Norwalk city
2017,09,73000,all,All,0.84873432,0.68581504,1.0116537,2,Connecticut,Stamford city
2017,09,73000,income,Low Income,0.87177759,0.54949111,1.194064,3,Connecticut,Stamford city
2017,09,73000,income,Not Low-Income,0.86037356,0.66520661,1.0555404,2,Connecticut,Stamford city
2017,09,80000,all,All,0.80765676,0.66536623,0.9499473,1,Connecticut,Waterbury city
2017,09,80000,income,Low Income,0.83262575,0.6946308,0.97062069,1,Connecticut,Waterbury city
2017,09,80000,income,Not Low-Income,0.70310926,0.43910643,0.96711206,1,Connecticut,Waterbury city
2017,11,50000,all,All,0.93616998,0.85884035,1.0134996,1,District of Columbia,Washington city
2017,11,50000,income,Low Income,0.95075822,0.87410212,1.0274143,1,District of Columbia,Washington city
2017,11,50000,income,Not Low-Income,0.94484073,0.81345266,1.0762287,1,District of Columbia,Washington city
2017,12,07300,all,All,1.2675176,0.6895836,1.8454515,1,Florida,Boca Raton city
2017,12,07300,income,Low Income,1.1681291,0.34181374,1.9944445,3,Florida,Boca Raton city
2017,12,07300,income,Not Low-Income,1.3033428,0.72338843,1.8832972,1,Florida,Boca Raton city
2017,12,07875,all,All,NA,NA,NA,NA,Florida,Boynton Beach city
2017,12,07875,income,Low Income,NA,NA,NA,NA,Florida,Boynton Beach city
2017,12,07875,income,Not Low-Income,NA,NA,NA,NA,Florida,Boynton Beach city
2017,12,10275,all,All,NA,NA,NA,NA,Florida,Cape Coral city
2017,12,10275,income,Low Income,NA,NA,NA,NA,Florida,Cape Coral city
2017,12,10275,income,Not Low-Income,NA,NA,NA,NA,Florida,Cape Coral city
2017,12,12875,all,All,NA,NA,NA,NA,Florida,Clearwater city
2017,12,12875,income,Low Income,NA,NA,NA,NA,Florida,Clearwater city
2017,12,12875,income,Not Low-Income,NA,NA,NA,NA,Florida,Clearwater city
2017,12,14400,all,All,NA,NA,NA,NA,Florida,Coral Springs city
2017,12,14400,income,Low Income,NA,NA,NA,NA,Florida,Coral Springs city
2017,12,14400,income,Not Low-Income,NA,NA,NA,NA,Florida,Coral Springs city
2017,12,16475,all,All,NA,NA,NA,NA,Florida,Davie town
2017,12,16475,income,Low Income,NA,NA,NA,NA,Florida,Davie town
2017,12,16475,income,Not Low-Income,NA,NA,NA,NA,Florida,Davie town
2017,12,16725,all,All,NA,NA,NA,NA,Florida,Deerfield Beach city
2017,12,16725,income,Low Income,NA,NA,NA,NA,Florida,Deerfield Beach city
2017,12,16725,income,Not Low-Income,NA,NA,NA,NA,Florida,Deerfield Beach city
2017,12,17200,all,All,NA,NA,NA,NA,Florida,Deltona city
2017,12,17200,income,Low Income,NA,NA,NA,NA,Florida,Deltona city
2017,12,17200,income,Not Low-Income,NA,NA,NA,NA,Florida,Deltona city
2017,12,17935,all,All,NA,NA,NA,NA,Florida,Doral city
2017,12,17935,income,Low Income,NA,NA,NA,NA,Florida,Doral city
2017,12,17935,income,Not Low-Income,NA,NA,NA,NA,Florida,Doral city
2017,12,24000,all,All,0.92644602,0.89214283,0.96074921,1,Florida,Fort Lauderdale city
2017,12,24000,income,Low Income,0.93262172,0.89489913,0.97034431,1,Florida,Fort Lauderdale city
2017,12,24000,income,Not Low-Income,0.95696115,0.91169137,1.0022309,1,Florida,Fort Lauderdale city
2017,12,24125,all,All,0.80113775,0.74136931,0.86090618,1,Florida,Fort Myers city
2017,12,24125,income,Low Income,0.76308507,0.69835609,0.82781404,1,Florida,Fort Myers city
2017,12,24125,income,Not Low-Income,0.73203319,0.65036047,0.81370592,1,Florida,Fort Myers city
2017,12,25175,all,All,0.91203111,0.78620183,1.0378603,1,Florida,Gainesville city
2017,12,25175,income,Low Income,0.7958141,0.6191321,0.97249609,1,Florida,Gainesville city
2017,12,25175,income,Not Low-Income,0.99457628,0.84464133,1.1445112,1,Florida,Gainesville city
2017,12,30000,all,All,NA,NA,NA,NA,Florida,Hialeah city
2017,12,30000,income,Low Income,NA,NA,NA,NA,Florida,Hialeah city
2017,12,30000,income,Not Low-Income,NA,NA,NA,NA,Florida,Hialeah city
2017,12,32000,all,All,NA,NA,NA,NA,Florida,Hollywood city
2017,12,32000,income,Low Income,NA,NA,NA,NA,Florida,Hollywood city
2017,12,32000,income,Not Low-Income,NA,NA,NA,NA,Florida,Hollywood city
2017,12,32275,all,All,NA,NA,NA,NA,Florida,Homestead city
2017,12,32275,income,Low Income,NA,NA,NA,NA,Florida,Homestead city
2017,12,32275,income,Not Low-Income,NA,NA,NA,NA,Florida,Homestead city
2017,12,35000,all,All,0.77506202,0.72505331,0.82507074,1,Florida,Jacksonville city
2017,12,35000,income,Low Income,0.79854774,0.74166578,0.85542971,1,Florida,Jacksonville city
2017,12,35000,income,Not Low-Income,0.78294307,0.71988708,0.84599906,1,Florida,Jacksonville city
2017,12,36950,all,All,0.81774145,0.74593502,0.88954788,1,Florida,Kissimmee city
2017,12,36950,income,Low Income,0.80365193,0.72602803,0.88127583,1,Florida,Kissimmee city
2017,12,36950,income,Not Low-Income,0.72559452,0.62498397000000006,0.82620507,1,Florida,Kissimmee city
2017,12,38250,all,All,NA,NA,NA,NA,Florida,Lakeland city
2017,12,38250,income,Low Income,NA,NA,NA,NA,Florida,Lakeland city
2017,12,38250,income,Not Low-Income,NA,NA,NA,NA,Florida,Lakeland city
2017,12,39425,all,All,0.80773711,0.75221223,0.863262,1,Florida,Largo city
2017,12,39425,income,Low Income,0.80195016,0.60978025,0.99412006,3,Florida,Largo city
2017,12,39425,income,Not Low-Income,0.84110445,0.77447385,0.90773505,1,Florida,Largo city
2017,12,43975,all,All,NA,NA,NA,NA,Florida,Melbourne city
2017,12,43975,income,Low Income,NA,NA,NA,NA,Florida,Melbourne city
2017,12,43975,income,Not Low-Income,NA,NA,NA,NA,Florida,Melbourne city
2017,12,45000,all,All,0.88741434,0.85777235,0.91705632,1,Florida,Miami city
2017,12,45000,income,Low Income,0.89361477,0.8638981,0.92333144,1,Florida,Miami city
2017,12,45000,income,Not Low-Income,0.85730946,0.80879158,0.90582734,1,Florida,Miami city
2017,12,45025,all,All,NA,NA,NA,NA,Florida,Miami Beach city
2017,12,45025,income,Low Income,NA,NA,NA,NA,Florida,Miami Beach city
2017,12,45025,income,Not Low-Income,NA,NA,NA,NA,Florida,Miami Beach city
2017,12,45060,all,All,NA,NA,NA,NA,Florida,Miami Gardens city
2017,12,45060,income,Low Income,NA,NA,NA,NA,Florida,Miami Gardens city
2017,12,45060,income,Not Low-Income,NA,NA,NA,NA,Florida,Miami Gardens city
2017,12,45975,all,All,NA,NA,NA,NA,Florida,Miramar city
2017,12,45975,income,Low Income,NA,NA,NA,NA,Florida,Miramar city
2017,12,45975,income,Not Low-Income,NA,NA,NA,NA,Florida,Miramar city
2017,12,49675,all,All,NA,NA,NA,NA,Florida,North Port city
2017,12,49675,income,Low Income,NA,NA,NA,NA,Florida,North Port city
2017,12,49675,income,Not Low-Income,NA,NA,NA,NA,Florida,North Port city
2017,12,53000,all,All,0.80331117,0.76333094,0.8432914,1,Florida,Orlando city
2017,12,53000,income,Low Income,0.80417717,0.76083308,0.84752125,1,Florida,Orlando city
2017,12,53000,income,Not Low-Income,0.7985304,0.74382949,0.85323131,1,Florida,Orlando city
2017,12,54000,all,All,NA,NA,NA,NA,Florida,Palm Bay city
2017,12,54000,income,Low Income,NA,NA,NA,NA,Florida,Palm Bay city
2017,12,54000,income,Not Low-Income,NA,NA,NA,NA,Florida,Palm Bay city
2017,12,54200,all,All,NA,NA,NA,NA,Florida,Palm Coast city
2017,12,54200,income,Low Income,NA,NA,NA,NA,Florida,Palm Coast city
2017,12,54200,income,Not Low-Income,NA,NA,NA,NA,Florida,Palm Coast city
2017,12,55775,all,All,NA,NA,NA,NA,Florida,Pembroke Pines city
2017,12,55775,income,Low Income,NA,NA,NA,NA,Florida,Pembroke Pines city
2017,12,55775,income,Not Low-Income,NA,NA,NA,NA,Florida,Pembroke Pines city
2017,12,57425,all,All,NA,NA,NA,NA,Florida,Plantation city
2017,12,57425,income,Low Income,NA,NA,NA,NA,Florida,Plantation city
2017,12,57425,income,Not Low-Income,NA,NA,NA,NA,Florida,Plantation city
2017,12,58050,all,All,NA,NA,NA,NA,Florida,Pompano Beach city
2017,12,58050,income,Low Income,NA,NA,NA,NA,Florida,Pompano Beach city
2017,12,58050,income,Not Low-Income,NA,NA,NA,NA,Florida,Pompano Beach city
2017,12,58715,all,All,NA,NA,NA,NA,Florida,Port St. Lucie city
2017,12,58715,income,Low Income,NA,NA,NA,NA,Florida,Port St. Lucie city
2017,12,58715,income,Not Low-Income,NA,NA,NA,NA,Florida,Port St. Lucie city
2017,12,63000,all,All,NA,NA,NA,NA,Florida,St. Petersburg city
2017,12,63000,income,Low Income,NA,NA,NA,NA,Florida,St. Petersburg city
2017,12,63000,income,Not Low-Income,NA,NA,NA,NA,Florida,St. Petersburg city
2017,12,69700,all,All,NA,NA,NA,NA,Florida,Sunrise city
2017,12,69700,income,Low Income,NA,NA,NA,NA,Florida,Sunrise city
2017,12,69700,income,Not Low-Income,NA,NA,NA,NA,Florida,Sunrise city
2017,12,70600,all,All,0.85501474,0.75458401,0.95544553,1,Florida,Tallahassee city
2017,12,70600,income,Low Income,0.80324507,0.64862108,0.95786905,1,Florida,Tallahassee city
2017,12,70600,income,Not Low-Income,0.7593565,0.6586597,0.8600533,1,Florida,Tallahassee city
2017,12,71000,all,All,0.8269757,0.78785086,0.86610055,1,Florida,Tampa city
2017,12,71000,income,Low Income,0.78032821,0.73606735,0.82458907,1,Florida,Tampa city
2017,12,71000,income,Not Low-Income,0.85948205,0.80967307,0.90929103,1,Florida,Tampa city
2017,12,76600,all,All,0.93513727,0.8941232,0.97615135,1,Florida,West Palm Beach city
2017,12,76600,income,Low Income,0.92149675,0.87611455,0.96687895,1,Florida,West Palm Beach city
2017,12,76600,income,Not Low-Income,0.942137,0.88752955,0.99674445,1,Florida,West Palm Beach city
2017,13,03440,all,All,0.89582479,0.74101377,1.0506358,1,Georgia,Athens-Clarke County unified government (balance)
2017,13,03440,income,Low Income,1.0734656,0.92866147,1.2182697,1,Georgia,Athens-Clarke County unified government (balance)
2017,13,03440,income,Not Low-Income,1.4045118,0.64432591,2.1646976000000002,3,Georgia,Athens-Clarke County unified government (balance)
2017,13,04000,all,All,0.92571151,0.86030972000000006,0.99111336,1,Georgia,Atlanta city
2017,13,04000,income,Low Income,0.98741001,0.91145575,1.0633641,1,Georgia,Atlanta city
2017,13,04000,income,Not Low-Income,0.69757754,0.61960053,0.77555454,1,Georgia,Atlanta city
2017,13,04204,all,All,1.0203161,0.918859,1.1217732,1,Georgia,Augusta-Richmond County consolidated government (balance)
2017,13,04204,income,Low Income,1.0901159,0.99450278,1.185729,1,Georgia,Augusta-Richmond County consolidated government (balance)
2017,13,04204,income,Not Low-Income,NA,NA,NA,NA,Georgia,Augusta-Richmond County consolidated government (balance)
2017,13,19000,all,All,1.0753515,0.97417104,1.1765319,1,Georgia,Columbus city
2017,13,19000,income,Low Income,1.148072,1.0454203,1.2507237,1,Georgia,Columbus city
2017,13,19000,income,Not Low-Income,1.2196006,1.0556953,1.3835058,1,Georgia,Columbus city
2017,13,42425,all,All,NA,NA,NA,NA,Georgia,Johns Creek city
2017,13,42425,income,Low Income,NA,NA,NA,NA,Georgia,Johns Creek city
2017,13,42425,income,Not Low-Income,NA,NA,NA,NA,Georgia,Johns Creek city
2017,13,49008,all,All,0.9020716,0.78990239,1.0142409,1,Georgia,Macon-Bibb County
2017,13,49008,income,Low Income,1.0254241,0.9213022,1.129546,1,Georgia,Macon-Bibb County
2017,13,49008,income,Not Low-Income,1.1113806,-0.03424868,2.2570097,3,Georgia,Macon-Bibb County
2017,13,67284,all,All,NA,NA,NA,NA,Georgia,Roswell city
2017,13,67284,income,Low Income,NA,NA,NA,NA,Georgia,Roswell city
2017,13,67284,income,Not Low-Income,NA,NA,NA,NA,Georgia,Roswell city
2017,13,68516,all,All,NA,NA,NA,NA,Georgia,Sandy Springs city
2017,13,68516,income,Low Income,NA,NA,NA,NA,Georgia,Sandy Springs city
2017,13,68516,income,Not Low-Income,NA,NA,NA,NA,Georgia,Sandy Springs city
2017,13,69000,all,All,0.78532863,0.68690348,0.88375378,1,Georgia,Savannah city
