year,state,place,state_name,place_name,subgroup_type,subgroup,share_digital_access,share_digital_access_quality,share_poverty_exposure,share_poverty_exposure_quality,rate_juv_arrest_quality,rate_juv_arrest
2021,20,79000,Kansas,Wichita city,race-ethnicity,Black,0.8018898181728468,1,NA,NA,1,1890.9899888765297
2021,20,79000,Kansas,Wichita city,race-ethnicity,Hispanic,0.8829736762655088,1,NA,NA,1,379.36879489870046
2021,20,79000,Kansas,Wichita city,race-ethnicity,White,0.9078411368714482,1,NA,NA,1,386.4241186978237
2021,21,46027,Kentucky,Lexington-Fayette urban county,all,All,0.889380558511797,1,NA,NA,2,858.1644815256258
2021,21,46027,Kentucky,Lexington-Fayette urban county,race-ethnicity,Other Races and Ethnicities,0.9067059727004732,1,NA,NA,2,31.625553447185325
2021,21,46027,Kentucky,Lexington-Fayette urban county,race-ethnicity,Black,0.843530741506899,1,NA,NA,2,2659.2577892438976
2021,21,46027,Kentucky,Lexington-Fayette urban county,race-ethnicity,Hispanic,0.8754436369781984,1,NA,NA,2,945.1299553688632
2021,21,46027,Kentucky,Lexington-Fayette urban county,race-ethnicity,White,0.8955770282277357,1,NA,NA,2,611.0432174202866
2021,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),all,All,0.8857312855012217,1,NA,NA,3,7.771698582442179
2021,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),race-ethnicity,Other Races and Ethnicities,0.9213655542769468,1,NA,NA,3,0
2021,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),race-ethnicity,Black,0.8458072074230867,1,NA,NA,3,15.095099124484252
2021,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),race-ethnicity,Hispanic,0.9182200403431598,1,NA,NA,3,0
2021,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),race-ethnicity,White,0.895086497331264,1,NA,NA,3,5.48621588259498
2021,22,05000,Louisiana,Baton Rouge city,all,All,0.8378816967353762,1,NA,NA,2,1464.868414406223
2021,22,05000,Louisiana,Baton Rouge city,race-ethnicity,Other Races and Ethnicities,0.9243078366963868,1,NA,NA,2,63.09148264984228
2021,22,05000,Louisiana,Baton Rouge city,race-ethnicity,Black,0.7928602908770384,1,NA,NA,2,1807.142857142857
2021,22,05000,Louisiana,Baton Rouge city,race-ethnicity,Hispanic,0.8759640102827764,1,NA,NA,2,574.7126436781609
2021,22,05000,Louisiana,Baton Rouge city,race-ethnicity,White,0.8804244271900157,1,NA,NA,2,735.9924026590694
2021,22,40735,Louisiana,Lafayette city,all,All,0.8784835346087582,1,NA,NA,3,462.6247869491113
2021,22,40735,Louisiana,Lafayette city,race-ethnicity,Other Races and Ethnicities,0.8817738439306358,1,NA,NA,3,0
2021,22,40735,Louisiana,Lafayette city,race-ethnicity,Black,0.8222537439646471,1,NA,NA,3,779.768177028451
2021,22,40735,Louisiana,Lafayette city,race-ethnicity,Hispanic,0.8296074634747403,1,NA,NA,3,127.55102040816324
2021,22,40735,Louisiana,Lafayette city,race-ethnicity,White,0.9055768150070914,1,NA,NA,3,306.8475452196383
2021,22,41155,Louisiana,Lake Charles city,all,All,0.8096927280571401,1,NA,NA,1,782.1092508859831
2021,22,41155,Louisiana,Lake Charles city,race-ethnicity,Other Races and Ethnicities,0.8774552407439596,2,NA,NA,1,0
2021,22,41155,Louisiana,Lake Charles city,race-ethnicity,Black,0.7469411032766486,1,NA,NA,1,1260.047794916359
2021,22,41155,Louisiana,Lake Charles city,race-ethnicity,Hispanic,0.7475389012384884,2,NA,NA,1,0
2021,22,41155,Louisiana,Lake Charles city,race-ethnicity,White,0.8616131918701265,1,NA,NA,1,211.19324181626183
2021,22,55000,Louisiana,New Orleans city,all,All,0.8089766494606405,1,NA,NA,3,0
2021,22,55000,Louisiana,New Orleans city,race-ethnicity,Other Races and Ethnicities,0.8664545996762192,1,NA,NA,3,0
2021,22,55000,Louisiana,New Orleans city,race-ethnicity,Black,0.7535857305394049,1,NA,NA,3,0
2021,22,55000,Louisiana,New Orleans city,race-ethnicity,Hispanic,0.8279534578211504,1,NA,NA,3,0
2021,22,55000,Louisiana,New Orleans city,race-ethnicity,White,0.8913710274938456,1,NA,NA,3,0
2021,22,70000,Louisiana,Shreveport city,all,All,0.7835077676977832,1,NA,NA,3,9.424626549172988
2021,22,70000,Louisiana,Shreveport city,race-ethnicity,Other Races and Ethnicities,0.8934906291834003,1,NA,NA,3,0
2021,22,70000,Louisiana,Shreveport city,race-ethnicity,Black,0.7429980755217578,1,NA,NA,3,6.8138457345325705
2021,22,70000,Louisiana,Shreveport city,race-ethnicity,Hispanic,0.8729158947758429,1,NA,NA,3,0
2021,22,70000,Louisiana,Shreveport city,race-ethnicity,White,0.8264421710713271,1,NA,NA,3,19.79414093428345
2021,24,04000,Maryland,Baltimore city,all,All,0.7989314619282655,1,NA,NA,NA,NA
2021,24,04000,Maryland,Baltimore city,race-ethnicity,Other Races and Ethnicities,0.829318194385564,1,NA,NA,NA,NA
2021,24,04000,Maryland,Baltimore city,race-ethnicity,Black,0.7672242030919839,1,NA,NA,NA,NA
2021,24,04000,Maryland,Baltimore city,race-ethnicity,Hispanic,0.8036756301509956,1,NA,NA,NA,NA
2021,24,04000,Maryland,Baltimore city,race-ethnicity,White,0.8562506138815223,1,NA,NA,NA,NA
2021,24,30325,Maryland,Frederick city,all,All,0.9143186341259034,1,NA,NA,NA,NA
2021,24,30325,Maryland,Frederick city,race-ethnicity,Other Races and Ethnicities,0.956159977625507,1,NA,NA,NA,NA
2021,24,30325,Maryland,Frederick city,race-ethnicity,Black,0.8527560846159679,1,NA,NA,NA,NA
2021,24,30325,Maryland,Frederick city,race-ethnicity,Hispanic,0.931624570318338,1,NA,NA,NA,NA
2021,24,30325,Maryland,Frederick city,race-ethnicity,White,0.9186867137158636,1,NA,NA,NA,NA
2021,25,07000,Massachusetts,Boston city,all,All,0.8456824620177344,1,NA,NA,2,343.9676670392983
2021,25,07000,Massachusetts,Boston city,race-ethnicity,Other Races and Ethnicities,0.8500782190809539,1,NA,NA,2,12.095554883580284
2021,25,07000,Massachusetts,Boston city,race-ethnicity,Black,0.8403561844969875,1,NA,NA,2,696.9059777711025
2021,25,07000,Massachusetts,Boston city,race-ethnicity,Hispanic,0.8593735937359374,1,NA,NA,2,117.93184780584691
2021,25,07000,Massachusetts,Boston city,race-ethnicity,White,0.845861762088401,1,NA,NA,2,292.4415116976605
2021,25,09000,Massachusetts,Brockton city,all,All,0.8767751592845628,1,NA,NA,1,1183.475995534053
2021,25,09000,Massachusetts,Brockton city,race-ethnicity,Other Races and Ethnicities,0.9146549437222876,1,NA,NA,1,0
2021,25,09000,Massachusetts,Brockton city,race-ethnicity,Black,0.8781058991592703,1,NA,NA,1,2273.875694795351
2021,25,09000,Massachusetts,Brockton city,race-ethnicity,Hispanic,0.8854388875720945,1,NA,NA,1,1125.703564727955
2021,25,09000,Massachusetts,Brockton city,race-ethnicity,White,0.846703484399909,1,NA,NA,1,592.7682276229993
2021,25,11000,Massachusetts,Cambridge city,all,All,0.791234643944838,1,NA,NA,1,329.5496155254486
2021,25,11000,Massachusetts,Cambridge city,race-ethnicity,Other Races and Ethnicities,0.7746522506893027,1,NA,NA,1,65.31678641410844
2021,25,11000,Massachusetts,Cambridge city,race-ethnicity,Black,0.7140329714515481,1,NA,NA,1,902.1512838306732
2021,25,11000,Massachusetts,Cambridge city,race-ethnicity,Hispanic,0.7837311251826595,1,NA,NA,1,123.30456226880396
2021,25,11000,Massachusetts,Cambridge city,race-ethnicity,White,0.811951010003048,1,NA,NA,1,120.48192771084338
2021,25,23000,Massachusetts,Fall River city,all,All,0.7954017077534579,1,NA,NA,1,1713.641488162345
2021,25,23000,Massachusetts,Fall River city,race-ethnicity,Other Races and Ethnicities,0.83189166616954,1,NA,NA,1,35.28581510232887
2021,25,23000,Massachusetts,Fall River city,race-ethnicity,Black,0.8131121642969984,2,NA,NA,1,7875.185735512629
2021,25,23000,Massachusetts,Fall River city,race-ethnicity,Hispanic,0.8131087847064179,1,NA,NA,1,1739.1304347826087
2021,25,23000,Massachusetts,Fall River city,race-ethnicity,White,0.785098083876662,1,NA,NA,1,1752.750326309901
2021,25,34550,Massachusetts,Lawrence city,all,All,0.8120458324790998,1,NA,NA,1,1084.9233071455292
2021,25,34550,Massachusetts,Lawrence city,race-ethnicity,Other Races and Ethnicities,0.8227325558093864,1,NA,NA,1,14.65845793022574
2021,25,34550,Massachusetts,Lawrence city,race-ethnicity,Black,0.9085392284351972,2,NA,NA,1,4101.5625
2021,25,34550,Massachusetts,Lawrence city,race-ethnicity,Hispanic,0.8133859357696567,1,NA,NA,1,1080.4072304176188
2021,25,34550,Massachusetts,Lawrence city,race-ethnicity,White,0.7826452737215311,1,NA,NA,1,1935.6759976176293
2021,25,37000,Massachusetts,Lowell city,all,All,0.812489111877635,1,NA,NA,1,1267.0378191591476
2021,25,37000,Massachusetts,Lowell city,race-ethnicity,Other Races and Ethnicities,0.816605136649757,1,NA,NA,1,245.96884394643345
2021,25,37000,Massachusetts,Lowell city,race-ethnicity,Black,0.8107506053268765,2,NA,NA,1,2614.3790849673205
2021,25,37000,Massachusetts,Lowell city,race-ethnicity,Hispanic,0.7632361689470554,1,NA,NA,1,0
2021,25,37000,Massachusetts,Lowell city,race-ethnicity,White,0.8104387382534267,1,NA,NA,1,1670.1828410689168
2021,25,37490,Massachusetts,Lynn city,all,All,0.8671395648139835,1,NA,NA,1,610.8515989938915
2021,25,37490,Massachusetts,Lynn city,race-ethnicity,Other Races and Ethnicities,0.8430862955510843,1,NA,NA,1,19.06941266209001
2021,25,37490,Massachusetts,Lynn city,race-ethnicity,Black,0.8793883708173341,1,NA,NA,1,711.1597374179431
2021,25,37490,Massachusetts,Lynn city,race-ethnicity,Hispanic,0.8557885184831407,1,NA,NA,1,590.5826017557861
2021,25,37490,Massachusetts,Lynn city,race-ethnicity,White,0.8808182091647448,1,NA,NA,1,591.1330049261085
2021,25,45000,Massachusetts,New Bedford city,all,All,0.8458463348253895,1,NA,NA,1,602.2368798394035
2021,25,45000,Massachusetts,New Bedford city,race-ethnicity,Other Races and Ethnicities,0.8489301212030526,1,NA,NA,1,0
2021,25,45000,Massachusetts,New Bedford city,race-ethnicity,Black,0.8278340411630186,2,NA,NA,1,4800
2021,25,45000,Massachusetts,New Bedford city,race-ethnicity,Hispanic,0.8339658444022771,1,NA,NA,1,381.8737270875763
2021,25,45000,Massachusetts,New Bedford city,race-ethnicity,White,0.8459652471532942,1,NA,NA,1,693.3911159263272
2021,25,45560,Massachusetts,Newton city,all,All,0.8903403386465419,1,NA,NA,1,282.6337276248299
2021,25,45560,Massachusetts,Newton city,race-ethnicity,Other Races and Ethnicities,0.907280890103455,1,NA,NA,1,107.71992818671454
2021,25,45560,Massachusetts,Newton city,race-ethnicity,Black,0.8215981012658228,2,NA,NA,1,3367.0033670033667
2021,25,45560,Massachusetts,Newton city,race-ethnicity,Hispanic,0.819672131147541,2,NA,NA,1,1059.322033898305
2021,25,45560,Massachusetts,Newton city,race-ethnicity,White,0.887698660612248,1,NA,NA,1,169.98918250656777
2021,25,55745,Massachusetts,Quincy city,all,All,0.923575747931254,1,NA,NA,3,154.69233413544174
2021,25,55745,Massachusetts,Quincy city,race-ethnicity,Other Races and Ethnicities,0.9362902550065636,1,NA,NA,3,0
2021,25,55745,Massachusetts,Quincy city,race-ethnicity,Black,0.9076324744773944,2,NA,NA,3,1915.708812260536
2021,25,55745,Massachusetts,Quincy city,race-ethnicity,Hispanic,0.9434043468904668,2,NA,NA,3,947.8672985781992
2021,25,55745,Massachusetts,Quincy city,race-ethnicity,White,0.9174833532525184,1,NA,NA,3,107.41138560687432
2021,25,62535,Massachusetts,Somerville city,all,All,0.8998858674077015,1,NA,NA,1,140.35087719298244
2021,25,62535,Massachusetts,Somerville city,race-ethnicity,Other Races and Ethnicities,0.918917300437152,1,NA,NA,1,0
2021,25,62535,Massachusetts,Somerville city,race-ethnicity,Black,0.8065647707341519,2,NA,NA,1,709.2198581560284
2021,25,62535,Massachusetts,Somerville city,race-ethnicity,Hispanic,0.9109041206844184,1,NA,NA,1,412.0879120879121
2021,25,62535,Massachusetts,Somerville city,race-ethnicity,White,0.9007977569344772,1,NA,NA,1,105.3740779768177
2021,25,67000,Massachusetts,Springfield city,all,All,0.8012133273415933,1,NA,NA,1,757.2306991573673
2021,25,67000,Massachusetts,Springfield city,race-ethnicity,Other Races and Ethnicities,0.8577933620668663,1,NA,NA,1,16.730801405387318
2021,25,67000,Massachusetts,Springfield city,race-ethnicity,Black,0.8075412168641158,1,NA,NA,1,1489.0282131661445
2021,25,67000,Massachusetts,Springfield city,race-ethnicity,Hispanic,0.8139519160559266,1,NA,NA,1,618.8895865100009
2021,25,67000,Massachusetts,Springfield city,race-ethnicity,White,0.7705222521669459,1,NA,NA,1,966.6194097177472
2021,25,82000,Massachusetts,Worcester city,all,All,0.8414750793409429,1,NA,NA,2,485.7219108620229
2021,25,82000,Massachusetts,Worcester city,race-ethnicity,Other Races and Ethnicities,0.9008341660511796,1,NA,NA,2,0
2021,25,82000,Massachusetts,Worcester city,race-ethnicity,Black,0.8847268931926244,1,NA,NA,2,741.5858528237308
2021,25,82000,Massachusetts,Worcester city,race-ethnicity,Hispanic,0.8786216249537665,1,NA,NA,2,702.7406886858748
2021,25,82000,Massachusetts,Worcester city,race-ethnicity,White,0.812289715376921,1,NA,NA,2,721.2080234392607
2021,26,03000,Michigan,Ann Arbor city,all,All,0.8344346579103894,1,NA,NA,2,268.897520167314
2021,26,03000,Michigan,Ann Arbor city,race-ethnicity,Other Races and Ethnicities,0.7839737251024156,1,NA,NA,2,52.083333333333336
2021,26,03000,Michigan,Ann Arbor city,race-ethnicity,Black,0.7931743918673605,1,NA,NA,2,2045.4545454545455
2021,26,03000,Michigan,Ann Arbor city,race-ethnicity,Hispanic,0.7564647538080057,1,NA,NA,2,0
2021,26,03000,Michigan,Ann Arbor city,race-ethnicity,White,0.8549772495124895,1,NA,NA,2,161.51361329026304
2021,26,21000,Michigan,Dearborn city,all,All,0.9181738204380238,1,NA,NA,2,954.0055597675008
2021,26,21000,Michigan,Dearborn city,race-ethnicity,Other Races and Ethnicities,0.8769144773616545,1,NA,NA,2,0
2021,26,21000,Michigan,Dearborn city,race-ethnicity,Black,0.760894495412844,2,NA,NA,2,24232.0819112628
2021,26,21000,Michigan,Dearborn city,race-ethnicity,Hispanic,0.9172413793103448,2,NA,NA,2,308.1664098613251
2021,26,21000,Michigan,Dearborn city,race-ethnicity,White,0.9277775452109844,1,NA,NA,2,517.880887395899
2021,26,22000,Michigan,Detroit city,all,All,0.7813439932595895,1,NA,NA,1,368.6790397586828
2021,26,22000,Michigan,Detroit city,race-ethnicity,Other Races and Ethnicities,0.8064363223916982,1,NA,NA,1,12.619888944977284
2021,26,22000,Michigan,Detroit city,race-ethnicity,Black,0.7743428518055553,1,NA,NA,1,441.3630434394153
2021,26,22000,Michigan,Detroit city,race-ethnicity,Hispanic,0.80685438903935,1,NA,NA,1,0
2021,26,22000,Michigan,Detroit city,race-ethnicity,White,0.8058160450893392,1,NA,NA,1,181.34715025906735
2021,26,27440,Michigan,Farmington Hills city,all,All,0.9402858541594526,1,NA,NA,1,450.32751091703057
2021,26,27440,Michigan,Farmington Hills city,race-ethnicity,Other Races and Ethnicities,0.9696225284601556,1,NA,NA,1,65.78947368421052
2021,26,27440,Michigan,Farmington Hills city,race-ethnicity,Black,0.9297427009732036,1,NA,NA,1,864.7313156269302
2021,26,27440,Michigan,Farmington Hills city,race-ethnicity,Hispanic,0.8907517577068685,2,NA,NA,1,0
2021,26,27440,Michigan,Farmington Hills city,race-ethnicity,White,0.9339185892387192,1,NA,NA,1,405.824779183576
2021,26,29000,Michigan,Flint city,all,All,0.7426781256001537,1,NA,NA,2,349.6925117569034
2021,26,29000,Michigan,Flint city,race-ethnicity,Other Races and Ethnicities,0.8741804993722974,2,NA,NA,2,0
2021,26,29000,Michigan,Flint city,race-ethnicity,Black,0.7124444444444444,1,NA,NA,2,207.648382073023
2021,26,29000,Michigan,Flint city,race-ethnicity,Hispanic,0.8042838018741634,2,NA,NA,2,0
2021,26,29000,Michigan,Flint city,race-ethnicity,White,0.759491918457758,1,NA,NA,2,818.7772925764192
2021,26,34000,Michigan,Grand Rapids city,all,All,0.8580294959011008,1,NA,NA,2,207.78652668416447
2021,26,34000,Michigan,Grand Rapids city,race-ethnicity,Other Races and Ethnicities,0.8793078752112756,1,NA,NA,2,0
2021,26,34000,Michigan,Grand Rapids city,race-ethnicity,Black,0.8201515900477838,1,NA,NA,2,680.2721088435374
2021,26,34000,Michigan,Grand Rapids city,race-ethnicity,Hispanic,0.8572116619573593,1,NA,NA,2,0
2021,26,34000,Michigan,Grand Rapids city,race-ethnicity,White,0.8630598164963608,1,NA,NA,2,67.59040216289286
2021,26,46000,Michigan,Lansing city,all,All,0.8709768293541799,1,NA,NA,1,706.8525427056745
2021,26,46000,Michigan,Lansing city,race-ethnicity,Other Races and Ethnicities,0.8997749515884231,1,NA,NA,1,40.32258064516129
2021,26,46000,Michigan,Lansing city,race-ethnicity,Black,0.8309342057433661,1,NA,NA,1,1697.6998904709749
2021,26,46000,Michigan,Lansing city,race-ethnicity,Hispanic,0.8628225202532507,1,NA,NA,1,0
2021,26,46000,Michigan,Lansing city,race-ethnicity,White,0.8792086599477417,1,NA,NA,1,123.334977799704
2021,26,49000,Michigan,Livonia city,all,All,0.9336999181480472,1,NA,NA,1,736.1398665746492
2021,26,49000,Michigan,Livonia city,race-ethnicity,Other Races and Ethnicities,0.9611496080881518,1,NA,NA,1,0
2021,26,49000,Michigan,Livonia city,race-ethnicity,Black,0.7720430107526882,2,NA,NA,1,8288.770053475935
2021,26,49000,Michigan,Livonia city,race-ethnicity,Hispanic,0.97224709042077,2,NA,NA,1,123.60939431396784
2021,26,49000,Michigan,Livonia city,race-ethnicity,White,0.9389837921901198,1,NA,NA,1,466.4970313825275
2021,26,69035,Michigan,Rochester Hills city,all,All,0.9370969864455848,1,NA,NA,NA,NA
2021,26,69035,Michigan,Rochester Hills city,race-ethnicity,Other Races and Ethnicities,0.9806577803535208,1,NA,NA,NA,NA
2021,26,69035,Michigan,Rochester Hills city,race-ethnicity,Black,0.7940456769983687,2,NA,NA,NA,NA
2021,26,69035,Michigan,Rochester Hills city,race-ethnicity,Hispanic,0.9416331224841864,2,NA,NA,NA,NA
2021,26,69035,Michigan,Rochester Hills city,race-ethnicity,White,0.9329025345699268,1,NA,NA,NA,NA
2021,26,74900,Michigan,Southfield city,all,All,0.901832117171505,1,NA,NA,1,325.0883392226148
2021,26,74900,Michigan,Southfield city,race-ethnicity,Other Races and Ethnicities,0.9295753588516746,2,NA,NA,1,0
2021,26,74900,Michigan,Southfield city,race-ethnicity,Black,0.9199244867458508,1,NA,NA,1,423.8998788857489
2021,26,74900,Michigan,Southfield city,race-ethnicity,Hispanic,0.9322301024428684,3,NA,NA,1,0
2021,26,74900,Michigan,Southfield city,race-ethnicity,White,0.8425707547169812,1,NA,NA,1,153.37423312883436
2021,26,76460,Michigan,Sterling Heights city,all,All,0.9345452104250273,1,NA,NA,1,201.78241129981504
2021,26,76460,Michigan,Sterling Heights city,race-ethnicity,Other Races and Ethnicities,0.976786843769766,1,NA,NA,1,0
2021,26,76460,Michigan,Sterling Heights city,race-ethnicity,Black,0.9415292353823088,1,NA,NA,1,929.1521486643438
2021,26,76460,Michigan,Sterling Heights city,race-ethnicity,Hispanic,0.9716952725082806,1,NA,NA,1,0
2021,26,76460,Michigan,Sterling Heights city,race-ethnicity,White,0.9279805529352008,1,NA,NA,1,155.4001554001554
2021,26,80700,Michigan,Troy city,all,All,0.964837997054492,1,NA,NA,1,519.7505197505197
2021,26,80700,Michigan,Troy city,race-ethnicity,Other Races and Ethnicities,0.9779445030915396,1,NA,NA,1,53.648068669527895
2021,26,80700,Michigan,Troy city,race-ethnicity,Black,0.931297709923664,2,NA,NA,1,3780.718336483932
2021,26,80700,Michigan,Troy city,race-ethnicity,Hispanic,0.9833420093701196,2,NA,NA,1,1123.5955056179776
2021,26,80700,Michigan,Troy city,race-ethnicity,White,0.960607225211376,1,NA,NA,1,503.4495618124184
2021,26,84000,Michigan,Warren city,all,All,0.9020763187429854,1,NA,NA,1,980.3921568627452
2021,26,84000,Michigan,Warren city,race-ethnicity,Other Races and Ethnicities,0.9508089097303636,1,NA,NA,1,64.14368184733803
2021,26,84000,Michigan,Warren city,race-ethnicity,Black,0.9083246977547496,1,NA,NA,1,2197.802197802198
2021,26,84000,Michigan,Warren city,race-ethnicity,Hispanic,0.921244394618834,2,NA,NA,1,298.06259314456037
2021,26,84000,Michigan,Warren city,race-ethnicity,White,0.8883240720911622,1,NA,NA,1,561.2413337735226
2021,26,86000,Michigan,Westland city,all,All,0.9154435564553148,1,NA,NA,1,1221.476510067114
2021,26,86000,Michigan,Westland city,race-ethnicity,Other Races and Ethnicities,0.9480081716036772,2,NA,NA,1,85.98452278589853
2021,26,86000,Michigan,Westland city,race-ethnicity,Black,0.9213038662376708,1,NA,NA,1,2373.887240356083
2021,26,86000,Michigan,Westland city,race-ethnicity,Hispanic,0.9433188615533044,2,NA,NA,1,143.67816091954023
2021,26,86000,Michigan,Westland city,race-ethnicity,White,0.907795488507792,1,NA,NA,1,961.3130128956624
2021,26,88940,Michigan,Wyoming city,all,All,0.9027862969004894,1,NA,NA,1,1771.8832891246684
2021,26,88940,Michigan,Wyoming city,race-ethnicity,Other Races and Ethnicities,0.8813559322033898,1,NA,NA,1,113.50737797956867
2021,26,88940,Michigan,Wyoming city,race-ethnicity,Black,0.9019665828774212,1,NA,NA,1,9144.893111638954
2021,26,88940,Michigan,Wyoming city,race-ethnicity,Hispanic,0.8878906675378416,1,NA,NA,1,909.5920617420066
2021,26,88940,Michigan,Wyoming city,race-ethnicity,White,0.9101319392581528,1,NA,NA,1,1363.9059102589445
2021,27,06616,Minnesota,Bloomington city,all,All,0.922033632988953,1,NA,NA,1,3165.7576476167887
2021,27,06616,Minnesota,Bloomington city,race-ethnicity,Other Races and Ethnicities,0.9502249225915756,1,NA,NA,1,560.1034037052995
2021,27,06616,Minnesota,Bloomington city,race-ethnicity,Black,0.9062739516040732,1,NA,NA,1,14614.830813534918
2021,27,06616,Minnesota,Bloomington city,race-ethnicity,Hispanic,0.928562809219259,1,NA,NA,1,1682.5164594001462
2021,27,06616,Minnesota,Bloomington city,race-ethnicity,White,0.9166745798119836,1,NA,NA,1,931.4140558848432
2021,27,07966,Minnesota,Brooklyn Park city,all,All,0.925475383297946,1,NA,NA,1,4002.4014408645185
2021,27,07966,Minnesota,Brooklyn Park city,race-ethnicity,Other Races and Ethnicities,0.9538001776916244,1,NA,NA,1,262.7430373095113
2021,27,07966,Minnesota,Brooklyn Park city,race-ethnicity,Black,0.8799335111523445,1,NA,NA,1,8478.382930937674
2021,27,07966,Minnesota,Brooklyn Park city,race-ethnicity,Hispanic,0.8608485823446612,2,NA,NA,1,768.3863885839737
2021,27,07966,Minnesota,Brooklyn Park city,race-ethnicity,White,0.9392477467067252,1,NA,NA,1,2018.2787509520183
2021,27,17000,Minnesota,Duluth city,all,All,0.8418770398219373,1,NA,NA,1,410.01610777566265
2021,27,17000,Minnesota,Duluth city,race-ethnicity,Other Races and Ethnicities,0.8119134515119917,1,NA,NA,1,944.386149003148
2021,27,17000,Minnesota,Duluth city,race-ethnicity,Black,0.712511091393079,2,NA,NA,1,4150.943396226415
2021,27,17000,Minnesota,Duluth city,race-ethnicity,Hispanic,0.8111401218450827,2,NA,NA,1,0
2021,27,17000,Minnesota,Duluth city,race-ethnicity,White,0.8486683597056717,1,NA,NA,1,124.75494564248798
2021,27,43000,Minnesota,Minneapolis city,all,All,0.862083647971846,1,NA,NA,1,1227.0300563371973
2021,27,43000,Minnesota,Minneapolis city,race-ethnicity,Other Races and Ethnicities,0.8317178484543567,1,NA,NA,1,337.87350860521593
2021,27,43000,Minnesota,Minneapolis city,race-ethnicity,Black,0.8048312883435583,1,NA,NA,1,2789.864346045559
2021,27,43000,Minnesota,Minneapolis city,race-ethnicity,Hispanic,0.8458464924873194,1,NA,NA,1,0
2021,27,43000,Minnesota,Minneapolis city,race-ethnicity,White,0.887661176119848,1,NA,NA,1,243.88325072771613
2021,27,51730,Minnesota,Plymouth city,all,All,0.9560811655046604,1,NA,NA,1,256.31636763090444
2021,27,51730,Minnesota,Plymouth city,race-ethnicity,Other Races and Ethnicities,0.9789444900191414,1,NA,NA,1,35.44842254519674
2021,27,51730,Minnesota,Plymouth city,race-ethnicity,Black,0.9004763098520933,2,NA,NA,1,688.0733944954129
2021,27,51730,Minnesota,Plymouth city,race-ethnicity,Hispanic,0.9747311827956988,2,NA,NA,1,0
2021,27,51730,Minnesota,Plymouth city,race-ethnicity,White,0.9542471954019246,1,NA,NA,1,344.40842787682334
2021,27,54880,Minnesota,Rochester city,all,All,0.9122540340092874,1,NA,NA,1,1480.2501385260823
2021,27,54880,Minnesota,Rochester city,race-ethnicity,Other Races and Ethnicities,0.9255573749842548,1,NA,NA,1,160.32064128256513
2021,27,54880,Minnesota,Rochester city,race-ethnicity,Black,0.9427333087421615,1,NA,NA,1,4817.275747508306
2021,27,54880,Minnesota,Rochester city,race-ethnicity,Hispanic,0.8452176403207331,1,NA,NA,1,0
2021,27,54880,Minnesota,Rochester city,race-ethnicity,White,0.9064294161918072,1,NA,NA,1,1104.176668266923
2021,27,58000,Minnesota,St. Paul city,all,All,0.8993385009249365,1,NA,NA,1,664.8005598320503
2021,27,58000,Minnesota,St. Paul city,race-ethnicity,Other Races and Ethnicities,0.9220937850472478,1,NA,NA,1,224.5050683719981
2021,27,58000,Minnesota,St. Paul city,race-ethnicity,Black,0.8799395465994962,1,NA,NA,1,2230.1762114537446
2021,27,58000,Minnesota,St. Paul city,race-ethnicity,Hispanic,0.9009182464454976,1,NA,NA,1,0
2021,27,58000,Minnesota,St. Paul city,race-ethnicity,White,0.8929493323298191,1,NA,NA,1,97.29992702505471
2021,27,71428,Minnesota,Woodbury city,all,All,0.9719512524657498,1,NA,NA,3,686.6864815004612
2021,27,71428,Minnesota,Woodbury city,race-ethnicity,Other Races and Ethnicities,0.9792313201241346,1,NA,NA,3,203.04568527918784
2021,27,71428,Minnesota,Woodbury city,race-ethnicity,Black,0.9826912339475152,2,NA,NA,3,3986.332574031891
2021,27,71428,Minnesota,Woodbury city,race-ethnicity,Hispanic,0.99009900990099,2,NA,NA,3,658.9785831960461
2021,27,71428,Minnesota,Woodbury city,race-ethnicity,White,0.9697053486563552,1,NA,NA,3,347.37299174989147
2021,28,36000,Mississippi,Jackson city,all,All,0.8485679483173154,1,NA,NA,NA,NA
2021,28,36000,Mississippi,Jackson city,race-ethnicity,Other Races and Ethnicities,0.8690791409238011,2,NA,NA,NA,NA
2021,28,36000,Mississippi,Jackson city,race-ethnicity,Black,0.8477857434373147,1,NA,NA,NA,NA
2021,28,36000,Mississippi,Jackson city,race-ethnicity,Hispanic,0.8636167457919723,2,NA,NA,NA,NA
2021,28,36000,Mississippi,Jackson city,race-ethnicity,White,0.8499214137037508,1,NA,NA,NA,NA
2021,29,15670,Missouri,Columbia city,all,All,0.8319956249698413,1,NA,NA,1,5134.788189987164
2021,29,15670,Missouri,Columbia city,race-ethnicity,Other Races and Ethnicities,0.8859391592229371,1,NA,NA,1,101.21457489878544
2021,29,15670,Missouri,Columbia city,race-ethnicity,Black,0.8019091415830546,1,NA,NA,1,23673.79255740301
2021,29,15670,Missouri,Columbia city,race-ethnicity,Hispanic,0.806331061771818,1,NA,NA,1,1649.4845360824745
2021,29,15670,Missouri,Columbia city,race-ethnicity,White,0.8274012832381014,1,NA,NA,1,2880.995252905549
