geographicarea,cityname,city,statename,state_abbr,population2020,statefp,placefp,statefips,placefips,stateplacefp
"Sterling Heights city, Michigan",Sterling Heights city,Sterling Heights,Michigan,MI,134348,26,76460,26,76460,2676460
"Troy city, Michigan",Troy city,Troy,Michigan,MI,87316,26,80700,26,80700,2680700
"Warren city, Michigan",Warren city,Warren,Michigan,MI,139407,26,84000,26,84000,2684000
"Westland city, Michigan",Westland city,Westland,Michigan,MI,85433,26,86000,26,86000,2686000
"Wyoming city, Michigan",Wyoming city,Wyoming,Michigan,MI,76574,26,88940,26,88940,2688940
"Bloomington city, Minnesota",Bloomington city,Bloomington,Minnesota,MN,90012,27,6616,27,06616,2706616
"Brooklyn Park city, Minnesota",Brooklyn Park city,Brooklyn Park,Minnesota,MN,86688,27,7966,27,07966,2707966
"Duluth city, Minnesota",Duluth city,Duluth,Minnesota,MN,86645,27,17000,27,17000,2717000
"Minneapolis city, Minnesota",Minneapolis city,Minneapolis,Minnesota,MN,428403,27,43000,27,43000,2743000
"Plymouth city, Minnesota",Plymouth city,Plymouth,Minnesota,MN,81181,27,51730,27,51730,2751730
"Rochester city, Minnesota",Rochester city,Rochester,Minnesota,MN,121244,27,54880,27,54880,2754880
"St. Paul city, Minnesota",St. Paul city,St. Paul,Minnesota,MN,311448,27,58000,27,58000,2758000
"Woodbury city, Minnesota",Woodbury city,Woodbury,Minnesota,MN,75163,27,71428,27,71428,2771428
"Jackson city, Mississippi",Jackson city,Jackson,Mississippi,MS,153643,28,36000,28,36000,2836000
"Columbia city, Missouri",Columbia city,Columbia,Missouri,MO,125691,29,15670,29,15670,2915670
"Independence city, Missouri",Independence city,Independence,Missouri,MO,123028,29,35000,29,35000,2935000
"Kansas City city, Missouri",Kansas City city,Kansas City,Missouri,MO,507969,29,38000,29,38000,2938000
"Lee's Summit city, Missouri",Lee's Summit city,Lee's Summit,Missouri,MO,101160,29,41348,29,41348,2941348
"O'Fallon city, Missouri",O'Fallon city,O'Fallon,Missouri,MO,91390,29,54074,29,54074,2954074
"St. Louis city, Missouri",St. Louis city,St. Louis,Missouri,MO,301578,29,65000,29,65000,2965000
"Springfield city, Missouri",Springfield city,Springfield,Missouri,MO,169767,29,70000,29,70000,2970000
"Billings city, Montana",Billings city,Billings,Montana,MT,117077,30,6550,30,06550,3006550
"Lincoln city, Nebraska",Lincoln city,Lincoln,Nebraska,NE,291114,31,28000,31,28000,3128000
"Omaha city, Nebraska",Omaha city,Omaha,Nebraska,NE,490627,31,37000,31,37000,3137000
"Henderson city, Nevada",Henderson city,Henderson,Nevada,NV,317521,32,31900,32,31900,3231900
"Las Vegas city, Nevada",Las Vegas city,Las Vegas,Nevada,NV,641825,32,40000,32,40000,3240000
"North Las Vegas city, Nevada",North Las Vegas city,North Las Vegas,Nevada,NV,262678,32,51800,32,51800,3251800
"Reno city, Nevada",Reno city,Reno,Nevada,NV,263436,32,60600,32,60600,3260600
"Sparks city, Nevada",Sparks city,Sparks,Nevada,NV,108772,32,68400,32,68400,3268400
"Manchester city, New Hampshire",Manchester city,Manchester,New Hampshire,NH,115555,33,45140,33,45140,3345140
"Nashua city, New Hampshire",Nashua city,Nashua,New Hampshire,NH,91405,33,50260,33,50260,3350260
"Clifton city, New Jersey",Clifton city,Clifton,New Jersey,NJ,90222,34,13690,34,13690,3413690
"Elizabeth city, New Jersey",Elizabeth city,Elizabeth,New Jersey,NJ,137316,34,21000,34,21000,3421000
"Jersey City city, New Jersey",Jersey City city,Jersey City,New Jersey,NJ,292412,34,36000,34,36000,3436000
"Newark city, New Jersey",Newark city,Newark,New Jersey,NJ,310876,34,51000,34,51000,3451000
"Paterson city, New Jersey",Paterson city,Paterson,New Jersey,NJ,159674,34,57000,34,57000,3457000
"Trenton city, New Jersey",Trenton city,Trenton,New Jersey,NJ,90857,34,74000,34,74000,3474000
"Albuquerque city, New Mexico",Albuquerque city,Albuquerque,New Mexico,NM,564563,35,2000,35,02000,3502000
"Las Cruces city, New Mexico",Las Cruces city,Las Cruces,New Mexico,NM,111507,35,39380,35,39380,3539380
"Rio Rancho city, New Mexico",Rio Rancho city,Rio Rancho,New Mexico,NM,103977,35,63460,35,63460,3563460
"Santa Fe city, New Mexico",Santa Fe city,Santa Fe,New Mexico,NM,87497,35,70500,35,70500,3570500
"Albany city, New York",Albany city,Albany,New York,NY,99345,36,1000,36,01000,3601000
"Buffalo city, New York",Buffalo city,Buffalo,New York,NY,278302,36,11000,36,11000,3611000
"New Rochelle city, New York",New Rochelle city,New Rochelle,New York,NY,79996,36,50617,36,50617,3650617
"New York city, New York",New York city,New York,New York,NY,8804190,36,51000,36,51000,3651000
"Rochester city, New York",Rochester city,Rochester,New York,NY,211233,36,63000,36,63000,3663000
"Syracuse city, New York",Syracuse city,Syracuse,New York,NY,147363,36,73000,36,73000,3673000
"Yonkers city, New York",Yonkers city,Yonkers,New York,NY,211237,36,84000,36,84000,3684000
"Asheville city, North Carolina",Asheville city,Asheville,North Carolina,NC,94539,37,2140,37,02140,3702140
"Cary town, North Carolina",Cary town,Cary,North Carolina,NC,174754,37,10740,37,10740,3710740
"Charlotte city, North Carolina",Charlotte city,Charlotte,North Carolina,NC,874541,37,12000,37,12000,3712000
"Concord city, North Carolina",Concord city,Concord,North Carolina,NC,105186,37,14100,37,14100,3714100
"Durham city, North Carolina",Durham city,Durham,North Carolina,NC,283547,37,19000,37,19000,3719000
"Fayetteville city, North Carolina",Fayetteville city,Fayetteville,North Carolina,NC,208871,37,22920,37,22920,3722920
"Gastonia city, North Carolina",Gastonia city,Gastonia,North Carolina,NC,80367,37,25580,37,25580,3725580
"Greensboro city, North Carolina",Greensboro city,Greensboro,North Carolina,NC,297899,37,28000,37,28000,3728000
"Greenville city, North Carolina",Greenville city,Greenville,North Carolina,NC,87882,37,28080,37,28080,3728080
"High Point city, North Carolina",High Point city,High Point,North Carolina,NC,113887,37,31400,37,31400,3731400
"Raleigh city, North Carolina",Raleigh city,Raleigh,North Carolina,NC,467592,37,55000,37,55000,3755000
"Wilmington city, North Carolina",Wilmington city,Wilmington,North Carolina,NC,115955,37,74440,37,74440,3774440
"Winston-Salem city, North Carolina",Winston-Salem city,Winston-Salem,North Carolina,NC,249443,37,75000,37,75000,3775000
"Fargo city, North Dakota",Fargo city,Fargo,North Dakota,ND,125830,38,25700,38,25700,3825700
"Akron city, Ohio",Akron city,Akron,Ohio,OH,190534,39,1000,39,01000,3901000
"Cincinnati city, Ohio",Cincinnati city,Cincinnati,Ohio,OH,310242,39,15000,39,15000,3915000
"Cleveland city, Ohio",Cleveland city,Cleveland,Ohio,OH,373091,39,16000,39,16000,3916000
"Columbus city, Ohio",Columbus city,Columbus,Ohio,OH,905672,39,18000,39,18000,3918000
"Dayton city, Ohio",Dayton city,Dayton,Ohio,OH,138310,39,21000,39,21000,3921000
"Parma city, Ohio",Parma city,Parma,Ohio,OH,81047,39,61000,39,61000,3961000
"Toledo city, Ohio",Toledo city,Toledo,Ohio,OH,270726,39,77000,39,77000,3977000
"Broken Arrow city, Oklahoma",Broken Arrow city,Broken Arrow,Oklahoma,OK,113730,40,9050,40,09050,4009050
"Edmond city, Oklahoma",Edmond city,Edmond,Oklahoma,OK,94498,40,23200,40,23200,4023200
"Lawton city, Oklahoma",Lawton city,Lawton,Oklahoma,OK,90537,40,41850,40,41850,4041850
"Norman city, Oklahoma",Norman city,Norman,Oklahoma,OK,127224,40,52500,40,52500,4052500
"Oklahoma City city, Oklahoma",Oklahoma City city,Oklahoma City,Oklahoma,OK,681387,40,55000,40,55000,4055000
"Tulsa city, Oklahoma",Tulsa city,Tulsa,Oklahoma,OK,412458,40,75000,40,75000,4075000
"Beaverton city, Oregon",Beaverton city,Beaverton,Oregon,OR,97521,41,5350,41,05350,4105350
"Bend city, Oregon",Bend city,Bend,Oregon,OR,99126,41,5800,41,05800,4105800
"Eugene city, Oregon",Eugene city,Eugene,Oregon,OR,174753,41,23850,41,23850,4123850
"Gresham city, Oregon",Gresham city,Gresham,Oregon,OR,114507,41,31250,41,31250,4131250
"Hillsboro city, Oregon",Hillsboro city,Hillsboro,Oregon,OR,106448,41,34100,41,34100,4134100
"Medford city, Oregon",Medford city,Medford,Oregon,OR,85828,41,47000,41,47000,4147000
"Portland city, Oregon",Portland city,Portland,Oregon,OR,652089,41,59000,41,59000,4159000
"Salem city, Oregon",Salem city,Salem,Oregon,OR,175432,41,64900,41,64900,4164900
"Allentown city, Pennsylvania",Allentown city,Allentown,Pennsylvania,PA,126092,42,2000,42,02000,4202000
"Bethlehem city, Pennsylvania",Bethlehem city,Bethlehem,Pennsylvania,PA,75710,42,6088,42,06088,4206088
"Erie city, Pennsylvania",Erie city,Erie,Pennsylvania,PA,94823,42,24000,42,24000,4224000
"Philadelphia city, Pennsylvania",Philadelphia city,Philadelphia,Pennsylvania,PA,1603797,42,60000,42,60000,4260000
"Pittsburgh city, Pennsylvania",Pittsburgh city,Pittsburgh,Pennsylvania,PA,303160,42,61000,42,61000,4261000
"Reading city, Pennsylvania",Reading city,Reading,Pennsylvania,PA,95097,42,63624,42,63624,4263624
"Scranton city, Pennsylvania",Scranton city,Scranton,Pennsylvania,PA,76110,42,69000,42,69000,4269000
"Cranston city, Rhode Island",Cranston city,Cranston,Rhode Island,RI,82935,44,19180,44,19180,4419180
"Pawtucket city, Rhode Island",Pawtucket city,Pawtucket,Rhode Island,RI,75842,44,54640,44,54640,4454640
"Providence city, Rhode Island",Providence city,Providence,Rhode Island,RI,190284,44,59000,44,59000,4459000
"Warwick city, Rhode Island",Warwick city,Warwick,Rhode Island,RI,82976,44,74300,44,74300,4474300
"Charleston city, South Carolina",Charleston city,Charleston,South Carolina,SC,150522,45,13330,45,13330,4513330
"Columbia city, South Carolina",Columbia city,Columbia,South Carolina,SC,137300,45,16000,45,16000,4516000
"Mount Pleasant town, South Carolina",Mount Pleasant town,Mount Pleasant,South Carolina,SC,90668,45,48535,45,48535,4548535
"North Charleston city, South Carolina",North Charleston city,North Charleston,South Carolina,SC,115113,45,50875,45,50875,4550875
"Sioux Falls city, South Dakota",Sioux Falls city,Sioux Falls,South Dakota,SD,192683,46,59020,46,59020,4659020
"Chattanooga city, Tennessee",Chattanooga city,Chattanooga,Tennessee,TN,181234,47,14000,47,14000,4714000
"Clarksville city, Tennessee",Clarksville city,Clarksville,Tennessee,TN,166634,47,15160,47,15160,4715160
"Franklin city, Tennessee",Franklin city,Franklin,Tennessee,TN,83347,47,27740,47,27740,4727740
"Knoxville city, Tennessee",Knoxville city,Knoxville,Tennessee,TN,190011,47,40000,47,40000,4740000
"Memphis city, Tennessee",Memphis city,Memphis,Tennessee,TN,632207,47,48000,47,48000,4748000
"Murfreesboro city, Tennessee",Murfreesboro city,Murfreesboro,Tennessee,TN,152437,47,51560,47,51560,4751560
"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville-Davidson metropolitan government (balance),Nashville-Davidson metropolitan government (balance),Tennessee,TN,689504,47,52006,47,52006,4752006
"Abilene city, Texas",Abilene city,Abilene,Texas,TX,124797,48,1000,48,01000,4801000
"Allen city, Texas",Allen city,Allen,Texas,TX,104786,48,1924,48,01924,4801924
"Amarillo city, Texas",Amarillo city,Amarillo,Texas,TX,200904,48,3000,48,03000,4803000
"Arlington city, Texas",Arlington city,Arlington,Texas,TX,394218,48,4000,48,04000,4804000
"Austin city, Texas",Austin city,Austin,Texas,TX,959549,48,5000,48,05000,4805000
"Baytown city, Texas",Baytown city,Baytown,Texas,TX,83698,48,6128,48,06128,4806128
"Beaumont city, Texas",Beaumont city,Beaumont,Texas,TX,114586,48,7000,48,07000,4807000
"Brownsville city, Texas",Brownsville city,Brownsville,Texas,TX,186611,48,10768,48,10768,4810768
"Bryan city, Texas",Bryan city,Bryan,Texas,TX,85461,48,10912,48,10912,4810912
"Carrollton city, Texas",Carrollton city,Carrollton,Texas,TX,133348,48,13024,48,13024,4813024
"Cedar Park city, Texas",Cedar Park city,Cedar Park,Texas,TX,77646,48,13552,48,13552,4813552
"College Station city, Texas",College Station city,College Station,Texas,TX,118180,48,15976,48,15976,4815976
"Conroe city, Texas",Conroe city,Conroe,Texas,TX,89148,48,16432,48,16432,4816432
"Corpus Christi city, Texas",Corpus Christi city,Corpus Christi,Texas,TX,317929,48,17000,48,17000,4817000
"Dallas city, Texas",Dallas city,Dallas,Texas,TX,1304442,48,19000,48,19000,4819000
"Denton city, Texas",Denton city,Denton,Texas,TX,141123,48,19972,48,19972,4819972
"Edinburg city, Texas",Edinburg city,Edinburg,Texas,TX,99678,48,22660,48,22660,4822660
"El Paso city, Texas",El Paso city,El Paso,Texas,TX,678587,48,24000,48,24000,4824000
"Flower Mound town, Texas",Flower Mound town,Flower Mound,Texas,TX,75859,48,26232,48,26232,4826232
"Fort Worth city, Texas",Fort Worth city,Fort Worth,Texas,TX,918377,48,27000,48,27000,4827000
"Frisco city, Texas",Frisco city,Frisco,Texas,TX,200675,48,27684,48,27684,4827684
"Garland city, Texas",Garland city,Garland,Texas,TX,246132,48,29000,48,29000,4829000
"Grand Prairie city, Texas",Grand Prairie city,Grand Prairie,Texas,TX,196272,48,30464,48,30464,4830464
"Houston city, Texas",Houston city,Houston,Texas,TX,2302792,48,35000,48,35000,4835000
"Irving city, Texas",Irving city,Irving,Texas,TX,256793,48,37000,48,37000,4837000
"Killeen city, Texas",Killeen city,Killeen,Texas,TX,152570,48,39148,48,39148,4839148
"Laredo city, Texas",Laredo city,Laredo,Texas,TX,255181,48,41464,48,41464,4841464
"League City city, Texas",League City city,League City,Texas,TX,114426,48,41980,48,41980,4841980
"Lewisville city, Texas",Lewisville city,Lewisville,Texas,TX,111676,48,42508,48,42508,4842508
"Longview city, Texas",Longview city,Longview,Texas,TX,81760,48,43888,48,43888,4843888
"Lubbock city, Texas",Lubbock city,Lubbock,Texas,TX,257180,48,45000,48,45000,4845000
"McAllen city, Texas",McAllen city,McAllen,Texas,TX,142242,48,45384,48,45384,4845384
"McKinney city, Texas",McKinney city,McKinney,Texas,TX,195057,48,45744,48,45744,4845744
"Mesquite city, Texas",Mesquite city,Mesquite,Texas,TX,150308,48,47892,48,47892,4847892
"Midland city, Texas",Midland city,Midland,Texas,TX,132448,48,48072,48,48072,4848072
"Mission city, Texas",Mission city,Mission,Texas,TX,85868,48,48768,48,48768,4848768
"New Braunfels city, Texas",New Braunfels city,New Braunfels,Texas,TX,90136,48,50820,48,50820,4850820
"Odessa city, Texas",Odessa city,Odessa,Texas,TX,114368,48,53388,48,53388,4853388
"Pasadena city, Texas",Pasadena city,Pasadena,Texas,TX,151955,48,56000,48,56000,4856000
"Pearland city, Texas",Pearland city,Pearland,Texas,TX,125944,48,56348,48,56348,4856348
"Pharr city, Texas",Pharr city,Pharr,Texas,TX,79779,48,57200,48,57200,4857200
"Plano city, Texas",Plano city,Plano,Texas,TX,285900,48,58016,48,58016,4858016
"Richardson city, Texas",Richardson city,Richardson,Texas,TX,117973,48,61796,48,61796,4861796
"Round Rock city, Texas",Round Rock city,Round Rock,Texas,TX,119519,48,63500,48,63500,4863500
"San Angelo city, Texas",San Angelo city,San Angelo,Texas,TX,100006,48,64472,48,64472,4864472
"San Antonio city, Texas",San Antonio city,San Antonio,Texas,TX,1434270,48,65000,48,65000,4865000
"Sugar Land city, Texas",Sugar Land city,Sugar Land,Texas,TX,111046,48,70808,48,70808,4870808
"Temple city, Texas",Temple city,Temple,Texas,TX,81938,48,72176,48,72176,4872176
"Tyler city, Texas",Tyler city,Tyler,Texas,TX,105735,48,74144,48,74144,4874144
"Waco city, Texas",Waco city,Waco,Texas,TX,137948,48,76000,48,76000,4876000
"Wichita Falls city, Texas",Wichita Falls city,Wichita Falls,Texas,TX,102498,48,79000,48,79000,4879000
"Layton city, Utah",Layton city,Layton,Utah,UT,81759,49,43660,49,43660,4943660
"Lehi city, Utah",Lehi city,Lehi,Utah,UT,76107,49,44320,49,44320,4944320
"Ogden city, Utah",Ogden city,Ogden,Utah,UT,86830,49,55980,49,55980,4955980
"Orem city, Utah",Orem city,Orem,Utah,UT,98070,49,57300,49,57300,4957300
"Provo city, Utah",Provo city,Provo,Utah,UT,114189,49,62470,49,62470,4962470
"St. George city, Utah",St. George city,St. George,Utah,UT,95284,49,65330,49,65330,4965330
"Salt Lake City city, Utah",Salt Lake City city,Salt Lake City,Utah,UT,198746,49,67000,49,67000,4967000
"Sandy city, Utah",Sandy city,Sandy,Utah,UT,97430,49,67440,49,67440,4967440
"South Jordan city, Utah",South Jordan city,South Jordan,Utah,UT,77661,49,70850,49,70850,4970850
"West Jordan city, Utah",West Jordan city,West Jordan,Utah,UT,117190,49,82950,49,82950,4982950
"West Valley City city, Utah",West Valley City city,West Valley City,Utah,UT,140571,49,83470,49,83470,4983470
"Alexandria city, Virginia",Alexandria city,Alexandria,Virginia,VA,159467,51,1000,51,01000,5101000
"Chesapeake city, Virginia",Chesapeake city,Chesapeake,Virginia,VA,249422,51,16000,51,16000,5116000
"Hampton city, Virginia",Hampton city,Hampton,Virginia,VA,137148,51,35000,51,35000,5135000
"Lynchburg city, Virginia",Lynchburg city,Lynchburg,Virginia,VA,79009,51,47672,51,47672,5147672
"Newport News city, Virginia",Newport News city,Newport News,Virginia,VA,186247,51,56000,51,56000,5156000
"Norfolk city, Virginia",Norfolk city,Norfolk,Virginia,VA,238005,51,57000,51,57000,5157000
"Portsmouth city, Virginia",Portsmouth city,Portsmouth,Virginia,VA,97915,51,64000,51,64000,5164000
"Richmond city, Virginia",Richmond city,Richmond,Virginia,VA,226610,51,67000,51,67000,5167000
"Roanoke city, Virginia",Roanoke city,Roanoke,Virginia,VA,100011,51,68000,51,68000,5168000
"Suffolk city, Virginia",Suffolk city,Suffolk,Virginia,VA,94324,51,76432,51,76432,5176432
"Virginia Beach city, Virginia",Virginia Beach city,Virginia Beach,Virginia,VA,459470,51,82000,51,82000,5182000
"Auburn city, Washington",Auburn city,Auburn,Washington,WA,87351,53,3180,53,03180,5303180
"Bellevue city, Washington",Bellevue city,Bellevue,Washington,WA,152045,53,5210,53,05210,5305210
"Bellingham city, Washington",Bellingham city,Bellingham,Washington,WA,91231,53,5280,53,05280,5305280
"Everett city, Washington",Everett city,Everett,Washington,WA,110723,53,22640,53,22640,5322640
"Federal Way city, Washington",Federal Way city,Federal Way,Washington,WA,101131,53,23515,53,23515,5323515
"Kennewick city, Washington",Kennewick city,Kennewick,Washington,WA,83943,53,35275,53,35275,5335275
"Kent city, Washington",Kent city,Kent,Washington,WA,136750,53,35415,53,35415,5335415
"Kirkland city, Washington",Kirkland city,Kirkland,Washington,WA,92247,53,35940,53,35940,5335940
"Pasco city, Washington",Pasco city,Pasco,Washington,WA,77579,53,53545,53,53545,5353545
"Renton city, Washington",Renton city,Renton,Washington,WA,106966,53,57745,53,57745,5357745
"Seattle city, Washington",Seattle city,Seattle,Washington,WA,735157,53,63000,53,63000,5363000
"Spokane city, Washington",Spokane city,Spokane,Washington,WA,228831,53,67000,53,67000,5367000
"Spokane Valley city, Washington",Spokane Valley city,Spokane Valley,Washington,WA,103317,53,67167,53,67167,5367167
"Tacoma city, Washington",Tacoma city,Tacoma,Washington,WA,219025,53,70000,53,70000,5370000
"Vancouver city, Washington",Vancouver city,Vancouver,Washington,WA,190810,53,74060,53,74060,5374060
"Yakima city, Washington",Yakima city,Yakima,Washington,WA,96873,53,80010,53,80010,5380010
"Appleton city, Wisconsin",Appleton city,Appleton,Wisconsin,WI,75315,55,2375,55,02375,5502375
"Green Bay city, Wisconsin",Green Bay city,Green Bay,Wisconsin,WI,107300,55,31000,55,31000,5531000
"Kenosha city, Wisconsin",Kenosha city,Kenosha,Wisconsin,WI,99882,55,39225,55,39225,5539225
"Madison city, Wisconsin",Madison city,Madison,Wisconsin,WI,268414,55,48000,55,48000,5548000
"Milwaukee city, Wisconsin",Milwaukee city,Milwaukee,Wisconsin,WI,577235,55,53000,55,53000,5553000
"Racine city, Wisconsin",Racine city,Racine,Wisconsin,WI,77775,55,66000,55,66000,5566000
