year,state,county,state_name,county_name,population
2015,29,099,Missouri,Jefferson County,224124
2015,29,101,Missouri,Johnson County,53951
2015,29,103,Missouri,Knox County,3910
2015,29,105,Missouri,Laclede County,35473
2015,29,107,Missouri,Lafayette County,32701
2015,29,109,Missouri,Lawrence County,38180
2015,29,111,Missouri,Lewis County,10207
2015,29,113,Missouri,Lincoln County,54696
2015,29,115,Missouri,Linn County,12308
2015,29,117,Missouri,Livingston County,15028
2015,29,119,Missouri,McDonald County,22643
2015,29,121,Missouri,Macon County,15335
2015,29,123,Missouri,Madison County,12408
2015,29,125,Missouri,Maries County,8963
2015,29,127,Missouri,Marion County,28880
2015,29,129,Missouri,Mercer County,3694
2015,29,131,Missouri,Miller County,25113
2015,29,133,Missouri,Mississippi County,14036
2015,29,135,Missouri,Moniteau County,15963
2015,29,137,Missouri,Monroe County,8583
2015,29,139,Missouri,Montgomery County,11703
2015,29,141,Missouri,Morgan County,20171
2015,29,143,Missouri,New Madrid County,18208
2015,29,145,Missouri,Newton County,58615
2015,29,147,Missouri,Nodaway County,22810
2015,29,149,Missouri,Oregon County,10953
2015,29,151,Missouri,Osage County,13628
2015,29,153,Missouri,Ozark County,9409
2015,29,155,Missouri,Pemiscot County,17482
2015,29,157,Missouri,Perry County,19183
2015,29,159,Missouri,Pettis County,42255
2015,29,161,Missouri,Phelps County,44794
2015,29,163,Missouri,Pike County,18348
2015,29,165,Missouri,Platte County,96096
2015,29,167,Missouri,Polk County,31229
2015,29,169,Missouri,Pulaski County,53221
2015,29,171,Missouri,Putnam County,4858
2015,29,173,Missouri,Ralls County,10196
2015,29,175,Missouri,Randolph County,25104
2015,29,177,Missouri,Ray County,22810
2015,29,179,Missouri,Reynolds County,6432
2015,29,181,Missouri,Ripley County,13802
2015,29,183,Missouri,St. Charles County,385590
2015,29,185,Missouri,St. Clair County,9440
2015,29,186,Missouri,Ste. Genevieve County,17919
2015,29,187,Missouri,St. Francois County,66520
2015,29,189,Missouri,St. Louis County,1003362
2015,29,195,Missouri,Saline County,23258
2015,29,197,Missouri,Schuyler County,4436
2015,29,199,Missouri,Scotland County,4854
2015,29,201,Missouri,Scott County,39008
2015,29,203,Missouri,Shannon County,8258
2015,29,205,Missouri,Shelby County,6128
2015,29,207,Missouri,Stoddard County,29862
2015,29,209,Missouri,Stone County,30943
2015,29,211,Missouri,Sullivan County,6353
2015,29,213,Missouri,Taney County,54592
2015,29,215,Missouri,Texas County,25690
2015,29,217,Missouri,Vernon County,20826
2015,29,219,Missouri,Warren County,33513
2015,29,221,Missouri,Washington County,24788
2015,29,223,Missouri,Wayne County,13405
2015,29,225,Missouri,Webster County,37483
2015,29,227,Missouri,Worth County,2057
2015,29,229,Missouri,Wright County,18268
2015,29,510,Missouri,St. Louis city,315685
2015,30,001,Montana,Beaverhead County,9300
2015,30,003,Montana,Big Horn County,13242
2015,30,005,Montana,Blaine County,6577
2015,30,007,Montana,Broadwater County,5689
2015,30,009,Montana,Carbon County,10408
2015,30,011,Montana,Carter County,1180
2015,30,013,Montana,Cascade County,82278
2015,30,015,Montana,Chouteau County,5767
2015,30,017,Montana,Custer County,12135
2015,30,019,Montana,Daniels County,1760
2015,30,021,Montana,Dawson County,9625
2015,30,023,Montana,Deer Lodge County,9139
2015,30,025,Montana,Fallon County,3190
2015,30,027,Montana,Fergus County,11427
2015,30,029,Montana,Flathead County,96165
2015,30,031,Montana,Gallatin County,100739
2015,30,033,Montana,Garfield County,1314
2015,30,035,Montana,Glacier County,13647
2015,30,037,Montana,Golden Valley County,827
2015,30,039,Montana,Granite County,3240
2015,30,041,Montana,Hill County,16572
2015,30,043,Montana,Jefferson County,11645
2015,30,045,Montana,Judith Basin County,1926
2015,30,047,Montana,Lake County,29457
2015,30,049,Montana,Lewis and Clark County,66418
2015,30,051,Montana,Liberty County,2408
2015,30,053,Montana,Lincoln County,19052
2015,30,055,Montana,McCone County,1683
2015,30,057,Montana,Madison County,7915
2015,30,059,Montana,Meagher County,1830
2015,30,061,Montana,Mineral County,4251
2015,30,063,Montana,Missoula County,114181
2015,30,065,Montana,Musselshell County,4582
2015,30,067,Montana,Park County,15972
2015,30,069,Montana,Petroleum County,475
2015,30,071,Montana,Phillips County,4169
2015,30,073,Montana,Pondera County,6184
2015,30,075,Montana,Powder River County,1773
2015,30,077,Montana,Powell County,6840
2015,30,079,Montana,Prairie County,1160
2015,30,081,Montana,Ravalli County,41373
2015,30,083,Montana,Richland County,11960
2015,30,085,Montana,Roosevelt County,11476
2015,30,087,Montana,Rosebud County,9398
2015,30,089,Montana,Sanders County,11336
2015,30,091,Montana,Sheridan County,3687
2015,30,093,Montana,Silver Bow County,34622
2015,30,095,Montana,Stillwater County,9486
2015,30,097,Montana,Sweet Grass County,3634
2015,30,099,Montana,Teton County,6104
2015,30,101,Montana,Toole County,5087
2015,30,103,Montana,Treasure County,697
2015,30,105,Montana,Valley County,7659
2015,30,107,Montana,Wheatland County,2110
2015,30,109,Montana,Wibaux County,1130
2015,30,111,Montana,Yellowstone County,157048
2015,31,001,Nebraska,Adams County,31587
2015,31,003,Nebraska,Antelope County,6414
2015,31,005,Nebraska,Arthur County,456
2015,31,007,Nebraska,Banner County,788
2015,31,009,Nebraska,Blaine County,487
2015,31,011,Nebraska,Boone County,5315
2015,31,013,Nebraska,Box Butte County,11337
2015,31,015,Nebraska,Boyd County,2006
2015,31,017,Nebraska,Brown County,2946
2015,31,019,Nebraska,Buffalo County,48863
2015,31,021,Nebraska,Burt County,6585
2015,31,023,Nebraska,Butler County,8115
2015,31,025,Nebraska,Cass County,25512
2015,31,027,Nebraska,Cedar County,8564
2015,31,029,Nebraska,Chase County,3956
2015,31,031,Nebraska,Cherry County,5848
2015,31,033,Nebraska,Cheyenne County,10167
2015,31,035,Nebraska,Clay County,6309
2015,31,037,Nebraska,Colfax County,10520
2015,31,039,Nebraska,Cuming County,9125
2015,31,041,Nebraska,Custer County,10806
2015,31,043,Nebraska,Dakota County,20781
2015,31,045,Nebraska,Dawes County,9055
2015,31,047,Nebraska,Dawson County,23886
2015,31,049,Nebraska,Deuel County,1921
2015,31,051,Nebraska,Dixon County,5797
2015,31,053,Nebraska,Dodge County,36706
2015,31,055,Nebraska,Douglas County,550064
2015,31,057,Nebraska,Dundy County,1799
2015,31,059,Nebraska,Fillmore County,5619
2015,31,061,Nebraska,Franklin County,2985
2015,31,063,Nebraska,Frontier County,2624
2015,31,065,Nebraska,Furnas County,4862
2015,31,067,Nebraska,Gage County,21900
2015,31,069,Nebraska,Garden County,1918
2015,31,071,Nebraska,Garfield County,2028
2015,31,073,Nebraska,Gosper County,1973
2015,31,075,Nebraska,Grant County,641
2015,31,077,Nebraska,Greeley County,2429
2015,31,079,Nebraska,Hall County,61680
2015,31,081,Nebraska,Hamilton County,9190
2015,31,083,Nebraska,Harlan County,3452
2015,31,085,Nebraska,Hayes County,932
2015,31,087,Nebraska,Hitchcock County,2883
2015,31,089,Nebraska,Holt County,10313
2015,31,091,Nebraska,Hooker County,732
2015,31,093,Nebraska,Howard County,6409
2015,31,095,Nebraska,Jefferson County,7263
2015,31,097,Nebraska,Johnson County,5173
2015,31,099,Nebraska,Kearney County,6585
2015,31,101,Nebraska,Keith County,8063
2015,31,103,Nebraska,Keya Paha County,804
2015,31,105,Nebraska,Kimball County,3689
2015,31,107,Nebraska,Knox County,8543
2015,31,109,Nebraska,Lancaster County,306468
2015,31,111,Nebraska,Lincoln County,35656
2015,31,113,Nebraska,Logan County,777
2015,31,115,Nebraska,Loup County,585
2015,31,117,Nebraska,McPherson County,475
2015,31,119,Nebraska,Madison County,35039
2015,31,121,Nebraska,Merrick County,7787
2015,31,123,Nebraska,Morrill County,4854
2015,31,125,Nebraska,Nance County,3595
2015,31,127,Nebraska,Nemaha County,7046
2015,31,129,Nebraska,Nuckolls County,4329
2015,31,131,Nebraska,Otoe County,15984
2015,31,133,Nebraska,Pawnee County,2659
2015,31,135,Nebraska,Perkins County,2944
2015,31,137,Nebraska,Phelps County,9296
2015,31,139,Nebraska,Pierce County,7208
2015,31,141,Nebraska,Platte County,32847
2015,31,143,Nebraska,Polk County,5202
2015,31,145,Nebraska,Red Willow County,10829
2015,31,147,Nebraska,Richardson County,8094
2015,31,149,Nebraska,Rock County,1381
2015,31,151,Nebraska,Saline County,14282
2015,31,153,Nebraska,Sarpy County,175692
2015,31,155,Nebraska,Saunders County,21016
2015,31,157,Nebraska,Scotts Bluff County,36261
2015,31,159,Nebraska,Seward County,17110
2015,31,161,Nebraska,Sheridan County,5220
2015,31,163,Nebraska,Sherman County,3091
2015,31,165,Nebraska,Sioux County,1260
2015,31,167,Nebraska,Stanton County,5937
2015,31,169,Nebraska,Thayer County,5163
2015,31,171,Nebraska,Thomas County,684
2015,31,173,Nebraska,Thurston County,7064
2015,31,175,Nebraska,Valley County,4154
2015,31,177,Nebraska,Washington County,20248
2015,31,179,Nebraska,Wayne County,9367
2015,31,181,Nebraska,Webster County,3625
2015,31,183,Nebraska,Wheeler County,750
2015,31,185,Nebraska,York County,13806
2015,32,001,Nevada,Churchill County,24200
2015,32,003,Nevada,Clark County,2114801
2015,32,005,Nevada,Douglas County,47710
2015,32,007,Nevada,Elko County,51935
2015,32,009,Nevada,Esmeralda County,829
2015,32,011,Nevada,Eureka County,2016
2015,32,013,Nevada,Humboldt County,17019
2015,32,015,Nevada,Lander County,5903
2015,32,017,Nevada,Lincoln County,5036
2015,32,019,Nevada,Lyon County,52585
2015,32,021,Nevada,Mineral County,4478
2015,32,023,Nevada,Nye County,42477
2015,32,027,Nevada,Pershing County,6634
2015,32,029,Nevada,Storey County,3987
2015,32,031,Nevada,Washoe County,446903
2015,32,033,Nevada,White Pine County,9811
2015,32,510,Nevada,Carson City,54521
2015,33,001,New Hampshire,Belknap County,60641
2015,33,003,New Hampshire,Carroll County,47285
2015,33,005,New Hampshire,Cheshire County,75909
2015,33,007,New Hampshire,Coos County,31212
2015,33,009,New Hampshire,Grafton County,89320
2015,33,011,New Hampshire,Hillsborough County,406678
2015,33,013,New Hampshire,Merrimack County,147994
2015,33,015,New Hampshire,Rockingham County,301777
2015,33,017,New Hampshire,Strafford County,126825
2015,33,019,New Hampshire,Sullivan County,42967
2015,34,001,New Jersey,Atlantic County,274219
2015,34,003,New Jersey,Bergen County,938506
2015,34,005,New Jersey,Burlington County,450226
2015,34,007,New Jersey,Camden County,510923
2015,34,009,New Jersey,Cape May County,94727
2015,34,011,New Jersey,Cumberland County,155854
2015,34,013,New Jersey,Essex County,797434
2015,34,015,New Jersey,Gloucester County,291479
2015,34,017,New Jersey,Hudson County,674836
2015,34,019,New Jersey,Hunterdon County,125488
2015,34,021,New Jersey,Mercer County,371398
2015,34,023,New Jersey,Middlesex County,840900
2015,34,025,New Jersey,Monmouth County,628715
2015,34,027,New Jersey,Morris County,499509
2015,34,029,New Jersey,Ocean County,588721
2015,34,031,New Jersey,Passaic County,510916
2015,34,033,New Jersey,Salem County,64180
2015,34,035,New Jersey,Somerset County,333654
2015,34,037,New Jersey,Sussex County,143673
2015,34,039,New Jersey,Union County,555786
2015,34,041,New Jersey,Warren County,106869
2015,35,001,New Mexico,Bernalillo County,676685
2015,35,003,New Mexico,Catron County,3456
2015,35,005,New Mexico,Chaves County,65764
2015,35,006,New Mexico,Cibola County,27329
2015,35,007,New Mexico,Colfax County,12414
2015,35,009,New Mexico,Curry County,50398
2015,35,011,New Mexico,De Baca County,1828
2015,35,013,New Mexico,Doña Ana County,214295
2015,35,015,New Mexico,Eddy County,57578
2015,35,017,New Mexico,Grant County,28609
2015,35,019,New Mexico,Guadalupe County,4371
2015,35,021,New Mexico,Harding County,698
2015,35,023,New Mexico,Hidalgo County,4423
2015,35,025,New Mexico,Lea County,71180
2015,35,027,New Mexico,Lincoln County,19420
2015,35,028,New Mexico,Los Alamos County,17785
2015,35,029,New Mexico,Luna County,24518
2015,35,031,New Mexico,McKinley County,76708
2015,35,033,New Mexico,Mora County,4596
2015,35,035,New Mexico,Otero County,64362
2015,35,037,New Mexico,Quay County,8455
2015,35,039,New Mexico,Rio Arriba County,39465
2015,35,041,New Mexico,Roosevelt County,19120
2015,35,043,New Mexico,Sandoval County,139394
2015,35,045,New Mexico,San Juan County,118737
2015,35,047,New Mexico,San Miguel County,27967
2015,35,049,New Mexico,Santa Fe County,148686
2015,35,051,New Mexico,Sierra County,11282
2015,35,053,New Mexico,Socorro County,17256
2015,35,055,New Mexico,Taos County,32907
2015,35,057,New Mexico,Torrance County,15485
2015,35,059,New Mexico,Union County,4201
2015,35,061,New Mexico,Valencia County,75737
2015,36,001,New York,Albany County,309381
2015,36,003,New York,Allegany County,47462
2015,36,005,New York,Bronx County,1455444
2015,36,007,New York,Broome County,196567
2015,36,009,New York,Cattaraugus County,77922
2015,36,011,New York,Cayuga County,78288
2015,36,013,New York,Chautauqua County,130779
2015,36,015,New York,Chemung County,87071
2015,36,017,New York,Chenango County,48844
2015,36,019,New York,Clinton County,81251
2015,36,021,New York,Columbia County,61509
2015,36,023,New York,Cortland County,48494
2015,36,025,New York,Delaware County,46053
2015,36,027,New York,Dutchess County,295754
2015,36,029,New York,Erie County,922578
2015,36,031,New York,Essex County,38478
2015,36,033,New York,Franklin County,50660
2015,36,035,New York,Fulton County,53992
2015,36,037,New York,Genesee County,58937
2015,36,039,New York,Greene County,47625
2015,36,041,New York,Hamilton County,4712
2015,36,043,New York,Herkimer County,63100
2015,36,045,New York,Jefferson County,117635
2015,36,047,New York,Kings County,2636735
2015,36,049,New York,Lewis County,26957
2015,36,051,New York,Livingston County,64717
2015,36,053,New York,Madison County,71849
2015,36,055,New York,Monroe County,749600
2015,36,057,New York,Montgomery County,49642
2015,36,059,New York,Nassau County,1361350
2015,36,061,New York,New York County,1644518
2015,36,063,New York,Niagara County,212652
2015,36,065,New York,Oneida County,232500
2015,36,067,New York,Onondaga County,468463
2015,36,069,New York,Ontario County,109561
2015,36,071,New York,Orange County,377647
2015,36,073,New York,Orleans County,41582
2015,36,075,New York,Oswego County,120146
2015,36,077,New York,Otsego County,60636
2015,36,079,New York,Putnam County,99042
2015,36,081,New York,Queens County,2339150
2015,36,083,New York,Rensselaer County,160266
2015,36,085,New York,Richmond County,474558
2015,36,087,New York,Rockland County,326037
2015,36,089,New York,St. Lawrence County,111007
2015,36,091,New York,Saratoga County,226249
2015,36,093,New York,Schenectady County,154604
2015,36,095,New York,Schoharie County,31330
2015,36,097,New York,Schuyler County,18186
2015,36,099,New York,Seneca County,34833
2015,36,101,New York,Steuben County,97631
2015,36,103,New York,Suffolk County,1501587
2015,36,105,New York,Sullivan County,74877
2015,36,107,New York,Tioga County,49453
2015,36,109,New York,Tompkins County,104926
2015,36,111,New York,Ulster County,180143
2015,36,113,New York,Warren County,64688
2015,36,115,New York,Washington County,62230
2015,36,117,New York,Wayne County,91446
2015,36,119,New York,Westchester County,976396
2015,36,121,New York,Wyoming County,41013
2015,36,123,New York,Yates County,25048
2015,37,001,North Carolina,Alamance County,158276
2015,37,003,North Carolina,Alexander County,37325
2015,37,005,North Carolina,Alleghany County,10837
2015,37,007,North Carolina,Anson County,25759
2015,37,009,North Carolina,Ashe County,27020
2015,37,011,North Carolina,Avery County,17689
2015,37,013,North Carolina,Beaufort County,47651
2015,37,015,North Carolina,Bertie County,20199
2015,37,017,North Carolina,Bladen County,34318
2015,37,019,North Carolina,Brunswick County,122765
2015,37,021,North Carolina,Buncombe County,253178
2015,37,023,North Carolina,Burke County,88842
2015,37,025,North Carolina,Cabarrus County,196762
2015,37,027,North Carolina,Caldwell County,81287
2015,37,029,North Carolina,Camden County,10309
2015,37,031,North Carolina,Carteret County,68879
2015,37,033,North Carolina,Caswell County,22941
2015,37,035,North Carolina,Catawba County,155056
2015,37,037,North Carolina,Chatham County,70928
2015,37,039,North Carolina,Cherokee County,27178
2015,37,041,North Carolina,Chowan County,14394
2015,37,043,North Carolina,Clay County,10703
2015,37,045,North Carolina,Cleveland County,96879
2015,37,047,North Carolina,Columbus County,56694
2015,37,049,North Carolina,Craven County,103451
2015,37,051,North Carolina,Cumberland County,323838
2015,37,053,North Carolina,Currituck County,25263
2015,37,055,North Carolina,Dare County,35663
2015,37,057,North Carolina,Davidson County,164622
2015,37,059,North Carolina,Davie County,41753
2015,37,061,North Carolina,Duplin County,59159
2015,37,063,North Carolina,Durham County,300952
2015,37,065,North Carolina,Edgecombe County,54150
2015,37,067,North Carolina,Forsyth County,369019
2015,37,069,North Carolina,Franklin County,63710
2015,37,071,North Carolina,Gaston County,213442
2015,37,073,North Carolina,Gates County,11431
2015,37,075,North Carolina,Graham County,8616
2015,37,077,North Carolina,Granville County,58674
2015,37,079,North Carolina,Greene County,21134
2015,37,081,North Carolina,Guilford County,517600
2015,37,083,North Carolina,Halifax County,52456
2015,37,085,North Carolina,Harnett County,128140
2015,37,087,North Carolina,Haywood County,59868
2015,37,089,North Carolina,Henderson County,112655
2015,37,091,North Carolina,Hertford County,24184
2015,37,093,North Carolina,Hoke County,52671
2015,37,095,North Carolina,Hyde County,5526
2015,37,097,North Carolina,Iredell County,169866
2015,37,099,North Carolina,Jackson County,41265
2015,37,101,North Carolina,Johnston County,185660
2015,37,103,North Carolina,Jones County,10013
2015,37,105,North Carolina,Lee County,59660
2015,37,107,North Carolina,Lenoir County,58106
2015,37,109,North Carolina,Lincoln County,81035
2015,37,111,North Carolina,McDowell County,44989
2015,37,113,North Carolina,Macon County,34201
2015,37,115,North Carolina,Madison County,21139
2015,37,117,North Carolina,Martin County,23357
2015,37,119,North Carolina,Mecklenburg County,1034070
2015,37,121,North Carolina,Mitchell County,15246
2015,37,123,North Carolina,Montgomery County,27548
2015,37,125,North Carolina,Moore County,94352
2015,37,127,North Carolina,Nash County,93919
2015,37,129,North Carolina,New Hanover County,220358
2015,37,131,North Carolina,Northampton County,20426
2015,37,133,North Carolina,Onslow County,186311
2015,37,135,North Carolina,Orange County,141354
2015,37,137,North Carolina,Pamlico County,12781
2015,37,139,North Carolina,Pasquotank County,39829
2015,37,141,North Carolina,Pender County,57611
2015,37,143,North Carolina,Perquimans County,13440
2015,37,145,North Carolina,Person County,39259
2015,37,147,North Carolina,Pitt County,175842
2015,37,149,North Carolina,Polk County,20366
2015,37,151,North Carolina,Randolph County,142799
2015,37,153,North Carolina,Richmond County,45437
2015,37,155,North Carolina,Robeson County,134197
2015,37,157,North Carolina,Rockingham County,91758
2015,37,159,North Carolina,Rowan County,139142
2015,37,161,North Carolina,Rutherford County,66390
2015,37,163,North Carolina,Sampson County,63724
2015,37,165,North Carolina,Scotland County,35509
2015,37,167,North Carolina,Stanly County,60714
2015,37,169,North Carolina,Stokes County,46351
2015,37,171,North Carolina,Surry County,72743
2015,37,173,North Carolina,Swain County,14434
2015,37,175,North Carolina,Transylvania County,33211
2015,37,177,North Carolina,Tyrrell County,4070
2015,37,179,North Carolina,Union County,222742
2015,37,181,North Carolina,Vance County,44568
2015,37,183,North Carolina,Wake County,1024198
2015,37,185,North Carolina,Warren County,20155
2015,37,187,North Carolina,Washington County,12385
2015,37,189,North Carolina,Watauga County,52906
2015,37,191,North Carolina,Wayne County,124132
2015,37,193,North Carolina,Wilkes County,68502
2015,37,195,North Carolina,Wilson County,81714
2015,37,197,North Carolina,Yadkin County,37585
2015,37,199,North Carolina,Yancey County,17587
2015,38,001,North Dakota,Adams County,2359
2015,38,003,North Dakota,Barnes County,11099
2015,38,005,North Dakota,Benson County,6753
2015,38,007,North Dakota,Billings County,936
2015,38,009,North Dakota,Bottineau County,6716
2015,38,011,North Dakota,Bowman County,3294
2015,38,013,North Dakota,Burke County,2308
2015,38,015,North Dakota,Burleigh County,92991
2015,38,017,North Dakota,Cass County,171512
2015,38,019,North Dakota,Cavalier County,3828
2015,38,021,North Dakota,Dickey County,5104
2015,38,023,North Dakota,Divide County,2450
2015,38,025,North Dakota,Dunn County,4646
2015,38,027,North Dakota,Eddy County,2365
2015,38,029,North Dakota,Emmons County,3402
2015,38,031,North Dakota,Foster County,3356
2015,38,033,North Dakota,Golden Valley County,1845
2015,38,035,North Dakota,Grand Forks County,70916
2015,38,037,North Dakota,Grant County,2388
2015,38,039,North Dakota,Griggs County,2314
2015,38,041,North Dakota,Hettinger County,2704
2015,38,043,North Dakota,Kidder County,2417
2015,38,045,North Dakota,LaMoure County,4125
2015,38,047,North Dakota,Logan County,1935
2015,38,049,North Dakota,McHenry County,5968
2015,38,051,North Dakota,McIntosh County,2759
2015,38,053,North Dakota,McKenzie County,12826
2015,38,055,North Dakota,McLean County,9744
2015,38,057,North Dakota,Mercer County,8853
2015,38,059,North Dakota,Morton County,30310
2015,38,061,North Dakota,Mountrail County,10331
2015,38,063,North Dakota,Nelson County,2968
2015,38,065,North Dakota,Oliver County,1846
2015,38,067,North Dakota,Pembina County,7091
2015,38,069,North Dakota,Pierce County,4312
2015,38,071,North Dakota,Ramsey County,11630
2015,38,073,North Dakota,Ransom County,5448
2015,38,075,North Dakota,Renville County,2571
2015,38,077,North Dakota,Richland County,16402
2015,38,079,North Dakota,Rolette County,14649
2015,38,081,North Dakota,Sargent County,3876
2015,38,083,North Dakota,Sheridan County,1310
2015,38,085,North Dakota,Sioux County,4370
2015,38,087,North Dakota,Slope County,767
2015,38,089,North Dakota,Stark County,32154
2015,38,091,North Dakota,Steele County,1956
2015,38,093,North Dakota,Stutsman County,21103
2015,38,095,North Dakota,Towner County,2272
2015,38,097,North Dakota,Traill County,8014
2015,38,099,North Dakota,Walsh County,10897
2015,38,101,North Dakota,Ward County,71275
2015,38,103,North Dakota,Wells County,4168
2015,38,105,North Dakota,Williams County,35294
2015,39,001,Ohio,Adams County,28024
2015,39,003,Ohio,Allen County,104425
2015,39,005,Ohio,Ashland County,53213
2015,39,007,Ohio,Ashtabula County,98632
2015,39,009,Ohio,Athens County,65886
2015,39,011,Ohio,Auglaize County,45876
2015,39,013,Ohio,Belmont County,69154
2015,39,015,Ohio,Brown County,43839
2015,39,017,Ohio,Butler County,376353
2015,39,019,Ohio,Carroll County,27811
2015,39,021,Ohio,Champaign County,38987
2015,39,023,Ohio,Clark County,135959
2015,39,025,Ohio,Clermont County,201973
2015,39,027,Ohio,Clinton County,41917
2015,39,029,Ohio,Columbiana County,104806
2015,39,031,Ohio,Coshocton County,36569
2015,39,033,Ohio,Crawford County,42306
2015,39,035,Ohio,Cuyahoga County,1255921
2015,39,037,Ohio,Darke County,52076
2015,39,039,Ohio,Defiance County,38352
2015,39,041,Ohio,Delaware County,193013
2015,39,043,Ohio,Erie County,75550
2015,39,045,Ohio,Fairfield County,151408
2015,39,047,Ohio,Fayette County,28679
2015,39,049,Ohio,Franklin County,1251722
2015,39,051,Ohio,Fulton County,42537
2015,39,053,Ohio,Gallia County,30142
2015,39,055,Ohio,Geauga County,94102
2015,39,057,Ohio,Greene County,164427
2015,39,059,Ohio,Guernsey County,39258
2015,39,061,Ohio,Hamilton County,807598
2015,39,063,Ohio,Hancock County,75573
2015,39,065,Ohio,Hardin County,31682
2015,39,067,Ohio,Harrison County,15450
2015,39,069,Ohio,Henry County,27816
2015,39,071,Ohio,Highland County,43026
2015,39,073,Ohio,Hocking County,28491
2015,39,075,Ohio,Holmes County,43909
2015,39,077,Ohio,Huron County,58469
2015,39,079,Ohio,Jackson County,32596
2015,39,081,Ohio,Jefferson County,67347
2015,39,083,Ohio,Knox County,61061
2015,39,085,Ohio,Lake County,229245
2015,39,087,Ohio,Lawrence County,61109
2015,39,089,Ohio,Licking County,170570
2015,39,091,Ohio,Logan County,45386
2015,39,093,Ohio,Lorain County,305147
2015,39,095,Ohio,Lucas County,433689
2015,39,097,Ohio,Madison County,44094
2015,39,099,Ohio,Mahoning County,231900
2015,39,101,Ohio,Marion County,65355
2015,39,103,Ohio,Medina County,176395
2015,39,105,Ohio,Meigs County,23257
2015,39,107,Ohio,Mercer County,40968
2015,39,109,Ohio,Miami County,104224
2015,39,111,Ohio,Monroe County,14409
2015,39,113,Ohio,Montgomery County,532258
2015,39,115,Ohio,Morgan County,14777
2015,39,117,Ohio,Morrow County,35074
2015,39,119,Ohio,Muskingum County,86290
2015,39,121,Ohio,Noble County,14326
2015,39,123,Ohio,Ottawa County,40877
2015,39,125,Ohio,Paulding County,18976
2015,39,127,Ohio,Perry County,35985
2015,39,129,Ohio,Pickaway County,56998
2015,39,131,Ohio,Pike County,28217
2015,39,133,Ohio,Portage County,162275
2015,39,135,Ohio,Preble County,41329
2015,39,137,Ohio,Putnam County,34042
2015,39,139,Ohio,Richland County,121707
2015,39,141,Ohio,Ross County,77170
2015,39,143,Ohio,Sandusky County,59679
2015,39,145,Ohio,Scioto County,76825
2015,39,147,Ohio,Seneca County,55610
2015,39,149,Ohio,Shelby County,48901
2015,39,151,Ohio,Stark County,375165
2015,39,153,Ohio,Summit County,541968
2015,39,155,Ohio,Trumbull County,203751
2015,39,157,Ohio,Tuscarawas County,92916
2015,39,159,Ohio,Union County,54277
2015,39,161,Ohio,Van Wert County,28562
2015,39,163,Ohio,Vinton County,13048
2015,39,165,Ohio,Warren County,224469
2015,39,167,Ohio,Washington County,61112
2015,39,169,Ohio,Wayne County,116063
2015,39,171,Ohio,Williams County,37120
2015,39,173,Ohio,Wood County,129730
2015,39,175,Ohio,Wyandot County,22243
2015,40,001,Oklahoma,Adair County,22004
2015,40,003,Oklahoma,Alfalfa County,5868
2015,40,005,Oklahoma,Atoka County,13793
2015,40,007,Oklahoma,Beaver County,5427
2015,40,009,Oklahoma,Beckham County,23768
2015,40,011,Oklahoma,Blaine County,9833
2015,40,013,Oklahoma,Bryan County,44884
2015,40,015,Oklahoma,Caddo County,29343
2015,40,017,Oklahoma,Canadian County,133378
2015,40,019,Oklahoma,Carter County,48689
2015,40,021,Oklahoma,Cherokee County,48447
2015,40,023,Oklahoma,Choctaw County,14997
2015,40,025,Oklahoma,Cimarron County,2216
2015,40,027,Oklahoma,Cleveland County,274458
2015,40,029,Oklahoma,Coal County,5651
2015,40,031,Oklahoma,Comanche County,124648
2015,40,033,Oklahoma,Cotton County,5996
2015,40,035,Oklahoma,Craig County,14818
2015,40,037,Oklahoma,Creek County,70892
2015,40,039,Oklahoma,Custer County,29744
2015,40,041,Oklahoma,Delaware County,41459
2015,40,043,Oklahoma,Dewey County,4995
2015,40,045,Oklahoma,Ellis County,4231
2015,40,047,Oklahoma,Garfield County,63569
2015,40,049,Oklahoma,Garvin County,27755
2015,40,051,Oklahoma,Grady County,54648
2015,40,053,Oklahoma,Grant County,4523
2015,40,055,Oklahoma,Greer County,6070
2015,40,057,Oklahoma,Harmon County,2788
2015,40,059,Oklahoma,Harper County,3754
2015,40,061,Oklahoma,Haskell County,12845
2015,40,063,Oklahoma,Hughes County,13735
2015,40,065,Oklahoma,Jackson County,25574
2015,40,067,Oklahoma,Jefferson County,6276
2015,40,069,Oklahoma,Johnston County,10980
2015,40,071,Oklahoma,Kay County,45366
2015,40,073,Oklahoma,Kingfisher County,15584
2015,40,075,Oklahoma,Kiowa County,9144
2015,40,077,Oklahoma,Latimer County,10483
2015,40,079,Oklahoma,Le Flore County,49605
2015,40,081,Oklahoma,Lincoln County,35042
2015,40,083,Oklahoma,Logan County,45996
2015,40,085,Oklahoma,Love County,9870
2015,40,087,Oklahoma,McClain County,38066
2015,40,089,Oklahoma,McCurtain County,33048
2015,40,091,Oklahoma,McIntosh County,19990
2015,40,093,Oklahoma,Major County,7771
2015,40,095,Oklahoma,Marshall County,16232
2015,40,097,Oklahoma,Mayes County,40887
2015,40,099,Oklahoma,Murray County,13936
2015,40,101,Oklahoma,Muskogee County,69699
2015,40,103,Oklahoma,Noble County,11554
2015,40,105,Oklahoma,Nowata County,10539
2015,40,107,Oklahoma,Okfuskee County,12181
